poll_objective,keys_team,ballot_model,ballot_rank,poll_points,top25_vote,first_place_vote
margin,Texas Tech,margin_knn_distance_euclidean,76,0,False,False
margin,Rutgers,margin_knn_distance_euclidean,77,0,False,False
margin,Louisiana,margin_knn_distance_euclidean,78,0,False,False
margin,South Alabama,margin_knn_distance_euclidean,79,0,False,False
margin,Western Kentucky,margin_knn_distance_euclidean,80,0,False,False
margin,Memphis,margin_knn_distance_euclidean,81,0,False,False
margin,Maryland,margin_knn_distance_euclidean,82,0,False,False
margin,UCLA,margin_knn_distance_euclidean,83,0,False,False
margin,Southern Miss,margin_knn_distance_euclidean,84,0,False,False
margin,Air Force,margin_knn_distance_euclidean,85,0,False,False
margin,Arizona State,margin_knn_distance_euclidean,86,0,False,False
margin,Arizona,margin_knn_distance_euclidean,87,0,False,False
margin,Vanderbilt,margin_knn_distance_euclidean,88,0,False,False
margin,Colorado State,margin_knn_distance_euclidean,89,0,False,False
margin,Bowling Green,margin_knn_distance_euclidean,90,0,False,False
margin,Rice,margin_knn_distance_euclidean,91,0,False,False
margin,Mississippi State,margin_knn_distance_euclidean,92,0,False,False
margin,Central Michigan,margin_knn_distance_euclidean,93,0,False,False
margin,Miami (OH),margin_knn_distance_euclidean,94,0,False,False
margin,East Carolina,margin_knn_distance_euclidean,95,0,False,False
margin,Jacksonville State,margin_knn_distance_euclidean,96,0,False,False
margin,Northwestern,margin_knn_distance_euclidean,97,0,False,False
margin,Ball State,margin_knn_distance_euclidean,98,0,False,False
margin,South Florida,margin_knn_distance_euclidean,99,0,False,False
margin,Ohio,margin_knn_distance_euclidean,100,0,False,False
margin,Sam Houston,margin_knn_distance_euclidean,101,0,False,False
margin,San José State,margin_knn_distance_euclidean,102,0,False,False
margin,Oregon State,margin_knn_distance_euclidean,103,0,False,False
margin,North Texas,margin_knn_distance_euclidean,104,0,False,False
margin,Kent State,margin_knn_distance_euclidean,105,0,False,False
margin,Missouri State,margin_knn_distance_euclidean,106,0,False,False
margin,Navy,margin_knn_distance_euclidean,107,0,False,False
margin,Troy,margin_knn_distance_euclidean,108,0,False,False
margin,Eastern Michigan,margin_knn_distance_euclidean,109,0,False,False
margin,UAB,margin_knn_distance_euclidean,110,0,False,False
margin,Virginia,margin_knn_distance_euclidean,111,0,False,False
margin,San Diego State,margin_knn_distance_euclidean,112,0,False,False
margin,Buffalo,margin_knn_distance_euclidean,113,0,False,False
margin,Akron,margin_knn_distance_euclidean,114,0,False,False
margin,Utah State,margin_knn_distance_euclidean,115,0,False,False
margin,Middle Tennessee,margin_knn_distance_euclidean,116,0,False,False
margin,North Dakota State,margin_knn_distance_euclidean,117,0,False,False
margin,Sacramento State,margin_knn_distance_euclidean,118,0,False,False
margin,James Madison,margin_knn_distance_euclidean,119,0,False,False
margin,Georgia State,margin_knn_distance_euclidean,120,0,False,False
margin,Coastal Carolina,margin_knn_distance_euclidean,121,0,False,False
margin,Massachusetts,margin_knn_distance_euclidean,122,0,False,False
margin,Western Michigan,margin_knn_distance_euclidean,123,0,False,False
margin,Temple,margin_knn_distance_euclidean,124,0,False,False
margin,Hawai'i,margin_knn_distance_euclidean,125,0,False,False
margin,Louisiana Tech,margin_knn_distance_euclidean,126,0,False,False
margin,Nevada,margin_knn_distance_euclidean,127,0,False,False
margin,New Mexico,margin_knn_distance_euclidean,128,0,False,False
margin,Northern Illinois,margin_knn_distance_euclidean,129,0,False,False
margin,Old Dominion,margin_knn_distance_euclidean,130,0,False,False
margin,UL Monroe,margin_knn_distance_euclidean,131,0,False,False
margin,UTEP,margin_knn_distance_euclidean,132,0,False,False
margin,Wyoming,margin_knn_distance_euclidean,133,0,False,False
margin,Charlotte,margin_knn_distance_euclidean,134,0,False,False
margin,Kennesaw State,margin_knn_distance_euclidean,135,0,False,False
margin,New Mexico State,margin_knn_distance_euclidean,136,0,False,False
margin,Delaware,margin_knn_distance_euclidean,137,0,False,False
margin,Army,margin_knn_distance_euclidean,138,0,False,False
margin,Ohio State,margin_knn_distance_manhattan,1,25,True,True
margin,Georgia,margin_knn_distance_manhattan,2,24,True,False
margin,Clemson,margin_knn_distance_manhattan,3,23,True,False
margin,Penn State,margin_knn_distance_manhattan,4,22,True,False
margin,LSU,margin_knn_distance_manhattan,5,21,True,False
margin,Oregon,margin_knn_distance_manhattan,6,20,True,False
margin,USC,margin_knn_distance_manhattan,7,19,True,False
margin,Florida,margin_knn_distance_manhattan,8,18,True,False
margin,Auburn,margin_knn_distance_manhattan,9,17,True,False
margin,Texas A&M,margin_knn_distance_manhattan,10,16,True,False
margin,Wisconsin,margin_knn_distance_manhattan,11,15,True,False
margin,Texas,margin_knn_distance_manhattan,12,14,True,False
margin,Ole Miss,margin_knn_distance_manhattan,13,13,True,False
margin,Oklahoma,margin_knn_distance_manhattan,14,12,True,False
margin,Alabama,margin_knn_distance_manhattan,15,11,True,False
margin,Iowa,margin_knn_distance_manhattan,16,10,True,False
margin,Kentucky,margin_knn_distance_manhattan,17,9,True,False
margin,Tennessee,margin_knn_distance_manhattan,18,8,True,False
margin,Miami,margin_knn_distance_manhattan,19,7,True,False
margin,Toledo,margin_knn_distance_manhattan,20,6,True,False
margin,Michigan,margin_knn_distance_manhattan,21,5,True,False
margin,Utah,margin_knn_distance_manhattan,22,4,True,False
margin,Liberty,margin_knn_distance_manhattan,23,3,True,False
margin,Tulsa,margin_knn_distance_manhattan,24,2,True,False
margin,Florida Atlantic,margin_knn_distance_manhattan,25,1,True,False
margin,App State,margin_knn_distance_manhattan,26,0,False,False
margin,Marshall,margin_knn_distance_manhattan,27,0,False,False
margin,Fresno State,margin_knn_distance_manhattan,28,0,False,False
margin,South Carolina,margin_knn_distance_manhattan,29,0,False,False
margin,UCF,margin_knn_distance_manhattan,30,0,False,False
margin,Notre Dame,margin_knn_distance_manhattan,31,0,False,False
margin,Stanford,margin_knn_distance_manhattan,32,0,False,False
margin,Michigan State,margin_knn_distance_manhattan,33,0,False,False
margin,Western Kentucky,margin_knn_distance_manhattan,34,0,False,False
margin,Indiana,margin_knn_distance_manhattan,35,0,False,False
margin,UNLV,margin_knn_distance_manhattan,36,0,False,False
margin,Missouri,margin_knn_distance_manhattan,37,0,False,False
margin,UTSA,margin_knn_distance_manhattan,38,0,False,False
margin,Kansas State,margin_knn_distance_manhattan,39,0,False,False
margin,Cincinnati,margin_knn_distance_manhattan,40,0,False,False
margin,Memphis,margin_knn_distance_manhattan,41,0,False,False
margin,Minnesota,margin_knn_distance_manhattan,42,0,False,False
margin,Nebraska,margin_knn_distance_manhattan,43,0,False,False
margin,Louisiana,margin_knn_distance_manhattan,44,0,False,False
margin,California,margin_knn_distance_manhattan,45,0,False,False
margin,Louisville,margin_knn_distance_manhattan,46,0,False,False
margin,Baylor,margin_knn_distance_manhattan,47,0,False,False
margin,Florida State,margin_knn_distance_manhattan,48,0,False,False
margin,Oklahoma State,margin_knn_distance_manhattan,49,0,False,False
margin,Georgia Southern,margin_knn_distance_manhattan,50,0,False,False
margin,Florida International,margin_knn_distance_manhattan,51,0,False,False
margin,Illinois,margin_knn_distance_manhattan,52,0,False,False
margin,North Carolina,margin_knn_distance_manhattan,53,0,False,False
margin,Purdue,margin_knn_distance_manhattan,54,0,False,False
margin,Pittsburgh,margin_knn_distance_manhattan,55,0,False,False
margin,Houston,margin_knn_distance_manhattan,56,0,False,False
margin,TCU,margin_knn_distance_manhattan,57,0,False,False
margin,Boston College,margin_knn_distance_manhattan,58,0,False,False
margin,Texas Tech,margin_knn_distance_manhattan,59,0,False,False
margin,BYU,margin_knn_distance_manhattan,60,0,False,False
margin,Iowa State,margin_knn_distance_manhattan,61,0,False,False
margin,Wake Forest,margin_knn_distance_manhattan,62,0,False,False
margin,Arizona State,margin_knn_distance_manhattan,63,0,False,False
margin,NC State,margin_knn_distance_manhattan,64,0,False,False
margin,West Virginia,margin_knn_distance_manhattan,65,0,False,False
margin,Southern Miss,margin_knn_distance_manhattan,66,0,False,False
margin,Rice,margin_knn_distance_manhattan,67,0,False,False
margin,Bowling Green,margin_knn_distance_manhattan,68,0,False,False
margin,Washington,margin_knn_distance_manhattan,69,0,False,False
margin,Mississippi State,margin_knn_distance_manhattan,70,0,False,False
margin,Arkansas,margin_knn_distance_manhattan,71,0,False,False
margin,Boise State,margin_knn_distance_manhattan,72,0,False,False
margin,Vanderbilt,margin_knn_distance_manhattan,73,0,False,False
margin,Duke,margin_knn_distance_manhattan,74,0,False,False
margin,Arizona,margin_knn_distance_manhattan,75,0,False,False
margin,Washington State,margin_knn_distance_manhattan,76,0,False,False
margin,SMU,margin_knn_distance_manhattan,77,0,False,False
margin,Tulane,margin_knn_distance_manhattan,78,0,False,False
margin,South Alabama,margin_knn_distance_manhattan,79,0,False,False
margin,Rutgers,margin_knn_distance_manhattan,80,0,False,False
margin,North Texas,margin_knn_distance_manhattan,81,0,False,False
margin,Syracuse,margin_knn_distance_manhattan,82,0,False,False
margin,Virginia Tech,margin_knn_distance_manhattan,83,0,False,False
margin,Air Force,margin_knn_distance_manhattan,84,0,False,False
margin,Texas State,margin_knn_distance_manhattan,85,0,False,False
margin,Kansas,margin_knn_distance_manhattan,86,0,False,False
margin,UConn,margin_knn_distance_manhattan,87,0,False,False
margin,Sacramento State,margin_knn_distance_manhattan,88,0,False,False
margin,Colorado State,margin_knn_distance_manhattan,89,0,False,False
margin,Oregon State,margin_knn_distance_manhattan,90,0,False,False
margin,Maryland,margin_knn_distance_manhattan,91,0,False,False
margin,Northwestern,margin_knn_distance_manhattan,92,0,False,False
margin,Arkansas State,margin_knn_distance_manhattan,93,0,False,False
margin,South Florida,margin_knn_distance_manhattan,94,0,False,False
margin,Colorado,margin_knn_distance_manhattan,95,0,False,False
margin,UCLA,margin_knn_distance_manhattan,96,0,False,False
margin,Virginia,margin_knn_distance_manhattan,97,0,False,False
margin,Western Michigan,margin_knn_distance_manhattan,98,0,False,False
margin,Eastern Michigan,margin_knn_distance_manhattan,99,0,False,False
margin,Navy,margin_knn_distance_manhattan,100,0,False,False
margin,Miami (OH),margin_knn_distance_manhattan,101,0,False,False
margin,UAB,margin_knn_distance_manhattan,102,0,False,False
margin,San Diego State,margin_knn_distance_manhattan,103,0,False,False
margin,Middle Tennessee,margin_knn_distance_manhattan,104,0,False,False
margin,Buffalo,margin_knn_distance_manhattan,105,0,False,False
margin,Georgia Tech,margin_knn_distance_manhattan,106,0,False,False
margin,James Madison,margin_knn_distance_manhattan,107,0,False,False
margin,Ball State,margin_knn_distance_manhattan,108,0,False,False
margin,Coastal Carolina,margin_knn_distance_manhattan,109,0,False,False
margin,Nevada,margin_knn_distance_manhattan,110,0,False,False
margin,San José State,margin_knn_distance_manhattan,111,0,False,False
margin,East Carolina,margin_knn_distance_manhattan,112,0,False,False
margin,Utah State,margin_knn_distance_manhattan,113,0,False,False
margin,UL Monroe,margin_knn_distance_manhattan,114,0,False,False
margin,Jacksonville State,margin_knn_distance_manhattan,115,0,False,False
margin,Louisiana Tech,margin_knn_distance_manhattan,116,0,False,False
margin,Akron,margin_knn_distance_manhattan,117,0,False,False
margin,Temple,margin_knn_distance_manhattan,118,0,False,False
margin,New Mexico State,margin_knn_distance_manhattan,119,0,False,False
margin,Troy,margin_knn_distance_manhattan,120,0,False,False
margin,Northern Illinois,margin_knn_distance_manhattan,121,0,False,False
margin,UTEP,margin_knn_distance_manhattan,122,0,False,False
margin,North Dakota State,margin_knn_distance_manhattan,123,0,False,False
margin,Massachusetts,margin_knn_distance_manhattan,124,0,False,False
margin,Hawai'i,margin_knn_distance_manhattan,125,0,False,False
margin,Ohio,margin_knn_distance_manhattan,126,0,False,False
margin,Kent State,margin_knn_distance_manhattan,127,0,False,False
margin,Sam Houston,margin_knn_distance_manhattan,128,0,False,False
margin,Central Michigan,margin_knn_distance_manhattan,129,0,False,False
margin,Old Dominion,margin_knn_distance_manhattan,130,0,False,False
margin,Georgia State,margin_knn_distance_manhattan,131,0,False,False
margin,Missouri State,margin_knn_distance_manhattan,132,0,False,False
margin,Army,margin_knn_distance_manhattan,133,0,False,False
margin,Charlotte,margin_knn_distance_manhattan,134,0,False,False
margin,Wyoming,margin_knn_distance_manhattan,135,0,False,False
margin,Kennesaw State,margin_knn_distance_manhattan,136,0,False,False
margin,Delaware,margin_knn_distance_manhattan,137,0,False,False
margin,New Mexico,margin_knn_distance_manhattan,138,0,False,False
margin,Georgia,margin_knn_uniform_euclidean,1,25,True,True
margin,Clemson,margin_knn_uniform_euclidean,2,24,True,False
margin,Auburn,margin_knn_uniform_euclidean,3,23,True,False
margin,Ohio State,margin_knn_uniform_euclidean,4,22,True,False
margin,Penn State,margin_knn_uniform_euclidean,5,21,True,False
margin,LSU,margin_knn_uniform_euclidean,6,20,True,False
margin,Alabama,margin_knn_uniform_euclidean,7,19,True,False
margin,Ole Miss,margin_knn_uniform_euclidean,8,18,True,False
margin,Texas,margin_knn_uniform_euclidean,9,17,True,False
margin,Texas A&M,margin_knn_uniform_euclidean,10,16,True,False
margin,USC,margin_knn_uniform_euclidean,11,15,True,False
margin,Miami,margin_knn_uniform_euclidean,12,14,True,False
margin,Oklahoma,margin_knn_uniform_euclidean,13,13,True,False
margin,Florida,margin_knn_uniform_euclidean,14,12,True,False
margin,Michigan,margin_knn_uniform_euclidean,15,11,True,False
margin,Tennessee,margin_knn_uniform_euclidean,16,10,True,False
margin,Kansas State,margin_knn_uniform_euclidean,17,9,True,False
margin,Oregon,margin_knn_uniform_euclidean,18,8,True,False
margin,Wisconsin,margin_knn_uniform_euclidean,19,7,True,False
margin,Iowa,margin_knn_uniform_euclidean,20,6,True,False
margin,Florida State,margin_knn_uniform_euclidean,21,5,True,False
margin,Kentucky,margin_knn_uniform_euclidean,22,4,True,False
margin,Notre Dame,margin_knn_uniform_euclidean,23,3,True,False
margin,BYU,margin_knn_uniform_euclidean,24,2,True,False
margin,UNLV,margin_knn_uniform_euclidean,25,1,True,False
margin,Utah,margin_knn_uniform_euclidean,26,0,False,False
margin,Wake Forest,margin_knn_uniform_euclidean,27,0,False,False
margin,Cincinnati,margin_knn_uniform_euclidean,28,0,False,False
margin,Oklahoma State,margin_knn_uniform_euclidean,29,0,False,False
margin,Louisville,margin_knn_uniform_euclidean,30,0,False,False
margin,Pittsburgh,margin_knn_uniform_euclidean,31,0,False,False
margin,Baylor,margin_knn_uniform_euclidean,32,0,False,False
margin,Stanford,margin_knn_uniform_euclidean,33,0,False,False
margin,South Carolina,margin_knn_uniform_euclidean,34,0,False,False
margin,California,margin_knn_uniform_euclidean,35,0,False,False
margin,Missouri,margin_knn_uniform_euclidean,36,0,False,False
margin,Southern Miss,margin_knn_uniform_euclidean,37,0,False,False
margin,Florida Atlantic,margin_knn_uniform_euclidean,38,0,False,False
margin,Minnesota,margin_knn_uniform_euclidean,39,0,False,False
margin,Nebraska,margin_knn_uniform_euclidean,40,0,False,False
margin,Washington State,margin_knn_uniform_euclidean,41,0,False,False
margin,Louisiana,margin_knn_uniform_euclidean,42,0,False,False
margin,Fresno State,margin_knn_uniform_euclidean,43,0,False,False
margin,Marshall,margin_knn_uniform_euclidean,44,0,False,False
margin,Tulsa,margin_knn_uniform_euclidean,45,0,False,False
margin,Toledo,margin_knn_uniform_euclidean,46,0,False,False
margin,West Virginia,margin_knn_uniform_euclidean,47,0,False,False
margin,Illinois,margin_knn_uniform_euclidean,48,0,False,False
margin,NC State,margin_knn_uniform_euclidean,49,0,False,False
margin,Boise State,margin_knn_uniform_euclidean,50,0,False,False
margin,Western Kentucky,margin_knn_uniform_euclidean,51,0,False,False
margin,Liberty,margin_knn_uniform_euclidean,52,0,False,False
margin,Iowa State,margin_knn_uniform_euclidean,53,0,False,False
margin,Boston College,margin_knn_uniform_euclidean,54,0,False,False
margin,Arkansas,margin_knn_uniform_euclidean,55,0,False,False
margin,App State,margin_knn_uniform_euclidean,56,0,False,False
margin,Washington,margin_knn_uniform_euclidean,57,0,False,False
margin,TCU,margin_knn_uniform_euclidean,58,0,False,False
margin,Colorado,margin_knn_uniform_euclidean,59,0,False,False
margin,Indiana,margin_knn_uniform_euclidean,60,0,False,False
margin,Maryland,margin_knn_uniform_euclidean,61,0,False,False
margin,Purdue,margin_knn_uniform_euclidean,62,0,False,False
margin,Duke,margin_knn_uniform_euclidean,63,0,False,False
margin,UTSA,margin_knn_uniform_euclidean,64,0,False,False
margin,Michigan State,margin_knn_uniform_euclidean,65,0,False,False
margin,UConn,margin_knn_uniform_euclidean,66,0,False,False
margin,Memphis,margin_knn_uniform_euclidean,67,0,False,False
margin,Florida International,margin_knn_uniform_euclidean,68,0,False,False
margin,South Alabama,margin_knn_uniform_euclidean,69,0,False,False
margin,Kansas,margin_knn_uniform_euclidean,70,0,False,False
margin,North Carolina,margin_knn_uniform_euclidean,71,0,False,False
margin,Texas State,margin_knn_uniform_euclidean,72,0,False,False
margin,Tulane,margin_knn_uniform_euclidean,73,0,False,False
margin,UCF,margin_knn_uniform_euclidean,74,0,False,False
margin,Georgia Southern,margin_knn_uniform_euclidean,75,0,False,False
margin,SMU,margin_knn_uniform_euclidean,76,0,False,False
margin,Syracuse,margin_knn_uniform_euclidean,77,0,False,False
margin,Vanderbilt,margin_knn_uniform_euclidean,78,0,False,False
margin,Houston,margin_knn_uniform_euclidean,79,0,False,False
margin,Arkansas State,margin_knn_uniform_euclidean,80,0,False,False
margin,Texas Tech,margin_knn_uniform_euclidean,81,0,False,False
margin,Virginia Tech,margin_knn_uniform_euclidean,82,0,False,False
margin,Georgia Tech,margin_knn_uniform_euclidean,83,0,False,False
margin,North Texas,margin_knn_uniform_euclidean,84,0,False,False
margin,Rice,margin_knn_uniform_euclidean,85,0,False,False
margin,Jacksonville State,margin_knn_uniform_euclidean,86,0,False,False
margin,Arizona,margin_knn_uniform_euclidean,87,0,False,False
margin,Air Force,margin_knn_uniform_euclidean,88,0,False,False
margin,Bowling Green,margin_knn_uniform_euclidean,89,0,False,False
margin,Arizona State,margin_knn_uniform_euclidean,90,0,False,False
margin,Mississippi State,margin_knn_uniform_euclidean,91,0,False,False
margin,UCLA,margin_knn_uniform_euclidean,92,0,False,False
margin,Colorado State,margin_knn_uniform_euclidean,93,0,False,False
margin,Miami (OH),margin_knn_uniform_euclidean,94,0,False,False
margin,Rutgers,margin_knn_uniform_euclidean,95,0,False,False
margin,Northwestern,margin_knn_uniform_euclidean,96,0,False,False
margin,South Florida,margin_knn_uniform_euclidean,97,0,False,False
margin,UAB,margin_knn_uniform_euclidean,98,0,False,False
margin,Louisiana Tech,margin_knn_uniform_euclidean,99,0,False,False
margin,Sacramento State,margin_knn_uniform_euclidean,100,0,False,False
margin,Eastern Michigan,margin_knn_uniform_euclidean,101,0,False,False
margin,Buffalo,margin_knn_uniform_euclidean,102,0,False,False
margin,Virginia,margin_knn_uniform_euclidean,103,0,False,False
margin,Oregon State,margin_knn_uniform_euclidean,104,0,False,False
margin,Navy,margin_knn_uniform_euclidean,105,0,False,False
margin,East Carolina,margin_knn_uniform_euclidean,106,0,False,False
margin,San José State,margin_knn_uniform_euclidean,107,0,False,False
margin,Utah State,margin_knn_uniform_euclidean,108,0,False,False
margin,James Madison,margin_knn_uniform_euclidean,109,0,False,False
margin,Central Michigan,margin_knn_uniform_euclidean,110,0,False,False
margin,North Dakota State,margin_knn_uniform_euclidean,111,0,False,False
margin,Ohio,margin_knn_uniform_euclidean,112,0,False,False
margin,San Diego State,margin_knn_uniform_euclidean,113,0,False,False
margin,Akron,margin_knn_uniform_euclidean,114,0,False,False
margin,Ball State,margin_knn_uniform_euclidean,115,0,False,False
margin,Old Dominion,margin_knn_uniform_euclidean,116,0,False,False
margin,Middle Tennessee,margin_knn_uniform_euclidean,117,0,False,False
margin,Western Michigan,margin_knn_uniform_euclidean,118,0,False,False
margin,Sam Houston,margin_knn_uniform_euclidean,119,0,False,False
margin,Georgia State,margin_knn_uniform_euclidean,120,0,False,False
margin,Northern Illinois,margin_knn_uniform_euclidean,121,0,False,False
margin,Missouri State,margin_knn_uniform_euclidean,122,0,False,False
margin,Troy,margin_knn_uniform_euclidean,123,0,False,False
margin,Temple,margin_knn_uniform_euclidean,124,0,False,False
margin,Kent State,margin_knn_uniform_euclidean,125,0,False,False
margin,UL Monroe,margin_knn_uniform_euclidean,126,0,False,False
margin,New Mexico,margin_knn_uniform_euclidean,127,0,False,False
margin,Coastal Carolina,margin_knn_uniform_euclidean,128,0,False,False
margin,New Mexico State,margin_knn_uniform_euclidean,129,0,False,False
margin,UTEP,margin_knn_uniform_euclidean,130,0,False,False
margin,Hawai'i,margin_knn_uniform_euclidean,131,0,False,False
margin,Delaware,margin_knn_uniform_euclidean,132,0,False,False
margin,Nevada,margin_knn_uniform_euclidean,133,0,False,False
margin,Wyoming,margin_knn_uniform_euclidean,134,0,False,False
margin,Kennesaw State,margin_knn_uniform_euclidean,135,0,False,False
margin,Charlotte,margin_knn_uniform_euclidean,136,0,False,False
margin,Army,margin_knn_uniform_euclidean,137,0,False,False
margin,Massachusetts,margin_knn_uniform_euclidean,138,0,False,False
margin,Ohio State,margin_knn_uniform_manhattan,1,25,True,True
margin,Georgia,margin_knn_uniform_manhattan,2,24,True,False
margin,Clemson,margin_knn_uniform_manhattan,3,23,True,False
margin,Penn State,margin_knn_uniform_manhattan,4,22,True,False
margin,LSU,margin_knn_uniform_manhattan,5,21,True,False
margin,Oregon,margin_knn_uniform_manhattan,6,20,True,False
margin,USC,margin_knn_uniform_manhattan,7,19,True,False
margin,Florida,margin_knn_uniform_manhattan,8,18,True,False
margin,Auburn,margin_knn_uniform_manhattan,9,17,True,False
margin,Texas A&M,margin_knn_uniform_manhattan,10,16,True,False
margin,Wisconsin,margin_knn_uniform_manhattan,11,15,True,False
margin,Texas,margin_knn_uniform_manhattan,12,14,True,False
margin,Ole Miss,margin_knn_uniform_manhattan,13,13,True,False
margin,Oklahoma,margin_knn_uniform_manhattan,14,12,True,False
margin,Alabama,margin_knn_uniform_manhattan,15,11,True,False
margin,Iowa,margin_knn_uniform_manhattan,16,10,True,False
margin,Kentucky,margin_knn_uniform_manhattan,17,9,True,False
margin,Tennessee,margin_knn_uniform_manhattan,18,8,True,False
margin,Miami,margin_knn_uniform_manhattan,19,7,True,False
margin,Toledo,margin_knn_uniform_manhattan,20,6,True,False
margin,Michigan,margin_knn_uniform_manhattan,21,5,True,False
margin,Utah,margin_knn_uniform_manhattan,22,4,True,False
margin,Liberty,margin_knn_uniform_manhattan,23,3,True,False
margin,App State,margin_knn_uniform_manhattan,24,2,True,False
margin,Florida Atlantic,margin_knn_uniform_manhattan,25,1,True,False
margin,Tulsa,margin_knn_uniform_manhattan,26,0,False,False
margin,Fresno State,margin_knn_uniform_manhattan,27,0,False,False
margin,Marshall,margin_knn_uniform_manhattan,28,0,False,False
margin,South Carolina,margin_knn_uniform_manhattan,29,0,False,False
margin,UCF,margin_knn_uniform_manhattan,30,0,False,False
margin,Notre Dame,margin_knn_uniform_manhattan,31,0,False,False
margin,Stanford,margin_knn_uniform_manhattan,32,0,False,False
margin,Michigan State,margin_knn_uniform_manhattan,33,0,False,False
margin,Western Kentucky,margin_knn_uniform_manhattan,34,0,False,False
margin,Indiana,margin_knn_uniform_manhattan,35,0,False,False
margin,Missouri,margin_knn_uniform_manhattan,36,0,False,False
margin,UNLV,margin_knn_uniform_manhattan,37,0,False,False
margin,UTSA,margin_knn_uniform_manhattan,38,0,False,False
margin,Cincinnati,margin_knn_uniform_manhattan,39,0,False,False
margin,Kansas State,margin_knn_uniform_manhattan,40,0,False,False
margin,Memphis,margin_knn_uniform_manhattan,41,0,False,False
margin,Minnesota,margin_knn_uniform_manhattan,42,0,False,False
margin,Nebraska,margin_knn_uniform_manhattan,43,0,False,False
margin,Louisiana,margin_knn_uniform_manhattan,44,0,False,False
margin,California,margin_knn_uniform_manhattan,45,0,False,False
margin,Louisville,margin_knn_uniform_manhattan,46,0,False,False
margin,Baylor,margin_knn_uniform_manhattan,47,0,False,False
margin,Florida State,margin_knn_uniform_manhattan,48,0,False,False
margin,Oklahoma State,margin_knn_uniform_manhattan,49,0,False,False
margin,Georgia Southern,margin_knn_uniform_manhattan,50,0,False,False
margin,Florida International,margin_knn_uniform_manhattan,51,0,False,False
margin,Illinois,margin_knn_uniform_manhattan,52,0,False,False
margin,North Carolina,margin_knn_uniform_manhattan,53,0,False,False
margin,Purdue,margin_knn_uniform_manhattan,54,0,False,False
margin,Pittsburgh,margin_knn_uniform_manhattan,55,0,False,False
margin,Houston,margin_knn_uniform_manhattan,56,0,False,False
margin,TCU,margin_knn_uniform_manhattan,57,0,False,False
margin,Boston College,margin_knn_uniform_manhattan,58,0,False,False
margin,Texas Tech,margin_knn_uniform_manhattan,59,0,False,False
margin,BYU,margin_knn_uniform_manhattan,60,0,False,False
margin,Iowa State,margin_knn_uniform_manhattan,61,0,False,False
margin,Wake Forest,margin_knn_uniform_manhattan,62,0,False,False
margin,Arizona State,margin_knn_uniform_manhattan,63,0,False,False
margin,NC State,margin_knn_uniform_manhattan,64,0,False,False
margin,West Virginia,margin_knn_uniform_manhattan,65,0,False,False
margin,Southern Miss,margin_knn_uniform_manhattan,66,0,False,False
margin,Bowling Green,margin_knn_uniform_manhattan,67,0,False,False
margin,Rice,margin_knn_uniform_manhattan,68,0,False,False
margin,Washington,margin_knn_uniform_manhattan,69,0,False,False
margin,Mississippi State,margin_knn_uniform_manhattan,70,0,False,False
margin,Arkansas,margin_knn_uniform_manhattan,71,0,False,False
margin,Boise State,margin_knn_uniform_manhattan,72,0,False,False
margin,Vanderbilt,margin_knn_uniform_manhattan,73,0,False,False
margin,Duke,margin_knn_uniform_manhattan,74,0,False,False
margin,Arizona,margin_knn_uniform_manhattan,75,0,False,False
margin,Washington State,margin_knn_uniform_manhattan,76,0,False,False
margin,SMU,margin_knn_uniform_manhattan,77,0,False,False
margin,Tulane,margin_knn_uniform_manhattan,78,0,False,False
margin,South Alabama,margin_knn_uniform_manhattan,79,0,False,False
margin,Rutgers,margin_knn_uniform_manhattan,80,0,False,False
margin,North Texas,margin_knn_uniform_manhattan,81,0,False,False
margin,Syracuse,margin_knn_uniform_manhattan,82,0,False,False
margin,Virginia Tech,margin_knn_uniform_manhattan,83,0,False,False
margin,Air Force,margin_knn_uniform_manhattan,84,0,False,False
margin,Texas State,margin_knn_uniform_manhattan,85,0,False,False
margin,Kansas,margin_knn_uniform_manhattan,86,0,False,False
margin,UConn,margin_knn_uniform_manhattan,87,0,False,False
margin,Sacramento State,margin_knn_uniform_manhattan,88,0,False,False
margin,Colorado State,margin_knn_uniform_manhattan,89,0,False,False
margin,Oregon State,margin_knn_uniform_manhattan,90,0,False,False
margin,Maryland,margin_knn_uniform_manhattan,91,0,False,False
margin,Northwestern,margin_knn_uniform_manhattan,92,0,False,False
margin,Arkansas State,margin_knn_uniform_manhattan,93,0,False,False
margin,South Florida,margin_knn_uniform_manhattan,94,0,False,False
margin,Colorado,margin_knn_uniform_manhattan,95,0,False,False
margin,UCLA,margin_knn_uniform_manhattan,96,0,False,False
margin,Virginia,margin_knn_uniform_manhattan,97,0,False,False
margin,Western Michigan,margin_knn_uniform_manhattan,98,0,False,False
margin,Eastern Michigan,margin_knn_uniform_manhattan,99,0,False,False
margin,Navy,margin_knn_uniform_manhattan,100,0,False,False
margin,Miami (OH),margin_knn_uniform_manhattan,101,0,False,False
margin,UAB,margin_knn_uniform_manhattan,102,0,False,False
margin,San Diego State,margin_knn_uniform_manhattan,103,0,False,False
margin,Middle Tennessee,margin_knn_uniform_manhattan,104,0,False,False
margin,Buffalo,margin_knn_uniform_manhattan,105,0,False,False
margin,Georgia Tech,margin_knn_uniform_manhattan,106,0,False,False
margin,James Madison,margin_knn_uniform_manhattan,107,0,False,False
