roster_rank,model_id,final_model_name,model_family,family,model_type,concrete_model_type,objective,feature_config,selection_metric,outer_folds,selection_status,training_note,training_seasons,checkpoint_path,checkpoint_sha256,fingerprint,fingerprint_path,selected_features_json,hyperparameters_json,use_in_weekly_consensus,use_in_tdnet_poll,use_in_comparisons,ensemble_members_json,comparative_only,poll_exclusion_reason,training_end_season
1,margin_boosted_hist_gradient_boosted,margin_boosted_hist_gradient_boosted,boosted,boosted,hist_gradient_boosted,hist_gradient_boosted,margin,F6,13.271265811705277,10,reused_corrected_scientific_f6_hps,Corrected fixed 681-coordinate F6 contract.,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",/groups/bsavoie2/tburton2/TDNet/publication_artifacts/corrected_f6_wide_margin_roster/through_2025_v1/checkpoints/margin_boosted_hist_gradient_boosted.pkl,c522b661f4ef845e32629ac5d5831cc5fbfc4ecda081163540346d653e70756a,F6,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/fingerprint_ladder_v3/canonical_fingerprint.parquet,"[""games_played"", ""offense_drives"", ""offense_explosiveness"", ""offense_plays"", ""offense_power_success"", ""offense_ppa"", ""offense_stuff_rate"", ""offense_success_rate"", ""offense_passing_downs_explosiveness"", ""offense_passing_downs_ppa"", ""offense_passing_downs_success_rate"", ""offense_passing_plays_explosiveness"", ""offense_passing_plays_ppa"", ""offense_passing_plays_success_rate"", ""offense_rushing_plays_explosiveness"", ""offense_rushing_plays_ppa"", ""offense_rushing_plays_success_rate"", ""offense_standard_downs_explosiveness"", ""offense_db_havoc_rate"", ""offense_front_seven_havoc_rate"", ""offense_havoc_rate"", ""defense_drives"", ""defense_explosiveness"", ""defense_plays"", ""defense_power_success"", ""defense_ppa"", ""defense_stuff_rate"", ""defense_success_rate"", ""defense_passing_downs_explosiveness"", ""defense_passing_downs_ppa"", ""defense_passing_downs_success_rate"", ""defense_passing_plays_explosiveness"", ""defense_passing_plays_ppa"", ""defense_passing_plays_success_rate"", ""defense_rushing_plays_explosiveness"", ""defense_rushing_plays_ppa"", ""defense_rushing_plays_success_rate"", ""defense_standard_downs_explosiveness"", ""defense_db_havoc_rate"", ""defense_front_seven_havoc_rate"", ""defense_havoc_rate"", ""statOff_first_downs"", ""statOff_rushing_tds"", ""statOff_passing_tds"", ""statOff_yards_per_rush_attempt"", ""statOff_rushing_attempts"", ""statOff_yards_per_pass"", ""statOff_pass_attempts"", ""statOff_third_down_rate"", ""statOff_fourth_down_rate"", ""statOff_completion_rate"", ""statDef_interception_tds"", ""statDef_passes_intercepted"", ""statDef_interceptions"", ""statGen_fumbles_recovered"", ""statGen_possession_time"", ""statGen_fumbles_lost"", ""statGen_turnovers"", ""statGen_penalties"", ""statSpe_punt_return_tds"", ""statSpe_punt_returns"", ""statSpe_kick_return_tds"", ""statSpe_kick_returns"", ""statSpe_kicking_points"", ""travel_distance_diff"", ""travel_tz_diff"", ""coach_career_seasons"", ""coach_career_mean_sp_offense"", ""coach_career_mean_sp_defense"", ""target_points_for_avg"", ""target_points_against_avg"", ""roster_return_total_rushing_p_p_a"", ""roster_return_percent_p_p_a"", ""roster_return_percent_passing_p_p_a"", ""roster_return_percent_receiving_p_p_a"", ""roster_return_percent_rushing_p_p_a"", ""roster_return_rushing_usage"", ""roster_talent"", ""statDef_tackles_for_loss"", ""statDef_defensive_tds"", ""statDef_tackles"", ""statDef_sacks"", ""statDef_qb_hurries"", ""statDef_passes_deflected"", ""statGen_total_fumbles"", ""opp_adj_v1_4_games_played"", ""opp_adj_v1_4_unique_opponents"", ""opp_adj_v1_4_offense_ppa_mean_to_date"", ""opp_adj_v1_4_offense_ppa_last3"", ""opp_adj_v1_4_offense_ppa_ewm"", ""opp_adj_v1_4_offense_success_rate_mean_to_date"", ""opp_adj_v1_4_offense_success_rate_last3"", ""opp_adj_v1_4_offense_success_rate_ewm"", ""opp_adj_v1_4_offense_explosiveness_mean_to_date"", ""opp_adj_v1_4_offense_explosiveness_last3"", ""opp_adj_v1_4_offense_explosiveness_ewm"", ""opp_adj_v1_4_offense_power_success_mean_to_date"", ""opp_adj_v1_4_offense_power_success_last3"", ""opp_adj_v1_4_offense_power_success_ewm"", ""opp_adj_v1_4_offense_stuff_rate_mean_to_date"", ""opp_adj_v1_4_offense_stuff_rate_last3"", ""opp_adj_v1_4_offense_stuff_rate_ewm"", ""opp_adj_v1_4_offense_passing_plays_ppa_mean_to_date"", ""opp_adj_v1_4_offense_passing_plays_ppa_last3"", ""opp_adj_v1_4_offense_passing_plays_ppa_ewm"", ""opp_adj_v1_4_offense_passing_plays_success_rate_mean_to_date"", ""opp_adj_v1_4_offense_passing_plays_success_rate_last3"", ""opp_adj_v1_4_offense_passing_plays_success_rate_ewm"", ""opp_adj_v1_4_offense_rushing_plays_ppa_mean_to_date"", ""opp_adj_v1_4_offense_rushing_plays_ppa_last3"", ""opp_adj_v1_4_offense_rushing_plays_ppa_ewm"", ""opp_adj_v1_4_offense_rushing_plays_success_rate_mean_to_date"", ""opp_adj_v1_4_offense_rushing_plays_success_rate_last3"", ""opp_adj_v1_4_offense_rushing_plays_success_rate_ewm"", ""opp_adj_v1_4_defense_ppa_mean_to_date"", ""opp_adj_v1_4_defense_ppa_last3"", ""opp_adj_v1_4_defense_ppa_ewm"", ""opp_adj_v1_4_defense_success_rate_mean_to_date"", ""opp_adj_v1_4_defense_success_rate_last3"", ""opp_adj_v1_4_defense_success_rate_ewm"", ""opp_adj_v1_4_defense_explosiveness_mean_to_date"", ""opp_adj_v1_4_defense_explosiveness_last3"", ""opp_adj_v1_4_defense_explosiveness_ewm"", ""opp_adj_v1_4_defense_power_success_mean_to_date"", ""opp_adj_v1_4_defense_power_success_last3"", ""opp_adj_v1_4_defense_power_success_ewm"", ""opp_adj_v1_4_defense_stuff_rate_mean_to_date"", ""opp_adj_v1_4_defense_stuff_rate_last3"", ""opp_adj_v1_4_defense_stuff_rate_ewm"", ""opp_adj_v1_4_defense_havoc_rate_mean_to_date"", ""opp_adj_v1_4_defense_havoc_rate_last3"", ""opp_adj_v1_4_defense_havoc_rate_ewm"", ""opp_adj_v1_4_statoff_yards_per_pass_mean_to_date"", ""opp_adj_v1_4_statoff_yards_per_pass_last3"", ""opp_adj_v1_4_statoff_yards_per_pass_ewm"", ""opp_adj_v1_4_statoff_yards_per_rush_attempt_mean_to_date"", ""opp_adj_v1_4_statoff_yards_per_rush_attempt_last3"", ""opp_adj_v1_4_statoff_yards_per_rush_attempt_ewm"", ""opp_adj_v1_4_statgen_turnovers_mean_to_date"", ""opp_adj_v1_4_statgen_turnovers_last3"", ""opp_adj_v1_4_statgen_turnovers_ewm"", ""opp_adj_v1_4_target_points_for_mean_to_date"", ""opp_adj_v1_4_target_points_for_last3"", ""opp_adj_v1_4_target_points_for_ewm"", ""opp_adj_v1_4_target_points_against_mean_to_date"", ""opp_adj_v1_4_target_points_against_last3"", ""opp_adj_v1_4_target_points_against_ewm"", ""opp_adj_v1_4_target_team_margin_mean_to_date"", ""opp_adj_v1_4_target_team_margin_last3"", ""opp_adj_v1_4_target_team_margin_ewm"", ""opp_adj_v1_4_elo_team_rating_mean_to_date"", ""opp_adj_v1_4_elo_team_rating_last3"", ""opp_adj_v1_4_elo_team_rating_ewm"", ""opp_adj_v1_4_elo_opponent_rating_mean_to_date"", ""opp_adj_v1_4_elo_opponent_rating_last3"", ""opp_adj_v1_4_elo_opponent_rating_ewm"", ""opp_adj_v1_4_elo_rating_edge_mean_to_date"", ""opp_adj_v1_4_elo_rating_edge_last3"", ""opp_adj_v1_4_elo_rating_edge_ewm"", ""time_adj_last1__offense_ppa"", ""time_adj_last3__offense_ppa"", ""time_adj_ewm_hl3__offense_ppa"", ""time_adj_recent_minus_season__offense_ppa"", ""time_adj_volatility5__offense_ppa"", ""time_adj_last1__offense_success_rate"", ""time_adj_last3__offense_success_rate"", ""time_adj_ewm_hl3__offense_success_rate"", ""time_adj_recent_minus_season__offense_success_rate"", ""time_adj_volatility5__offense_success_rate"", ""time_adj_last1__offense_explosiveness"", ""time_adj_last3__offense_explosiveness"", ""time_adj_ewm_hl3__offense_explosiveness"", ""time_adj_recent_minus_season__offense_explosiveness"", ""time_adj_volatility5__offense_explosiveness"", ""time_adj_last1__offense_passing_plays_ppa"", ""time_adj_last3__offense_passing_plays_ppa"", ""time_adj_ewm_hl3__offense_passing_plays_ppa"", ""time_adj_recent_minus_season__offense_passing_plays_ppa"", ""time_adj_volatility5__offense_passing_plays_ppa"", ""time_adj_last1__offense_rushing_plays_ppa"", ""time_adj_last3__offense_rushing_plays_ppa"", ""time_adj_ewm_hl3__offense_rushing_plays_ppa"", ""time_adj_recent_minus_season__offense_rushing_plays_ppa"", ""time_adj_volatility5__offense_rushing_plays_ppa"", ""time_adj_last1__defense_ppa"", ""time_adj_last3__defense_ppa"", ""time_adj_ewm_hl3__defense_ppa"", ""time_adj_recent_minus_season__defense_ppa"", ""time_adj_volatility5__defense_ppa"", ""time_adj_last1__defense_success_rate"", ""time_adj_last3__defense_success_rate"", ""time_adj_ewm_hl3__defense_success_rate"", ""time_adj_recent_minus_season__defense_success_rate"", ""time_adj_volatility5__defense_success_rate"", ""time_adj_last1__defense_explosiveness"", ""time_adj_last3__defense_explosiveness"", ""time_adj_ewm_hl3__defense_explosiveness"", ""time_adj_recent_minus_season__defense_explosiveness"", ""time_adj_volatility5__defense_explosiveness"", ""time_adj_last1__defense_havoc_rate"", ""time_adj_last3__defense_havoc_rate"", ""time_adj_ewm_hl3__defense_havoc_rate"", ""time_adj_recent_minus_season__defense_havoc_rate"", ""time_adj_volatility5__defense_havoc_rate"", ""time_adj_last1__statOff_yards_per_pass"", ""time_adj_last3__statOff_yards_per_pass"", ""time_adj_ewm_hl3__statOff_yards_per_pass"", ""time_adj_recent_minus_season__statOff_yards_per_pass"", ""time_adj_volatility5__statOff_yards_per_pass"", ""time_adj_last1__statOff_yards_per_rush_attempt"", ""time_adj_last3__statOff_yards_per_rush_attempt"", ""time_adj_ewm_hl3__statOff_yards_per_rush_attempt"", ""time_adj_recent_minus_season__statOff_yards_per_rush_attempt"", ""time_adj_volatility5__statOff_yards_per_rush_attempt"", ""time_adj_last1__statGen_turnovers"", ""time_adj_last3__statGen_turnovers"", ""time_adj_ewm_hl3__statGen_turnovers"", ""time_adj_recent_minus_season__statGen_turnovers"", ""time_adj_volatility5__statGen_turnovers"", ""graph_colley_rating"", ""graph_pagerank_z"", ""graph_schedule_strength"", ""graph_win_quality"", ""graph_loss_quality"", ""graph_games_played"", ""graph_unique_opponents"", ""graph_colley_edge_next""]","{""config.params.l2_regularization"": 3.8932734197820087e-05, ""config.params.learning_rate"": 0.01149433965243871, ""config.params.max_depth"": 4, ""config.params.max_iter"": 447, ""config.params.max_leaf_nodes"": 31, ""config.params.min_samples_leaf"": 50}",True,True,True,,False,,2025
2,margin_ensemble_mean_probability,margin_ensemble_mean_probability,ensemble,ensemble,mean_probability,mean_probability,margin,member_roster,,0,post_cv_equal_weight,Ensemble of 34 corrected-F6 learned members.,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",/groups/bsavoie2/tburton2/TDNet/publication_artifacts/corrected_f6_wide_margin_roster/through_2025_v1/checkpoints/margin_ensemble_mean_probability.pkl,8f9a35345f517b4b59c80a436063bf938326ff4bcbba098d7f4d0f6b9f87f150,F6,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/fingerprint_ladder_v3/canonical_fingerprint.parquet,,{},True,True,True,"[""margin_boosted_hist_gradient_boosted"", ""margin_kernel_gaussian_process"", ""margin_kernel_nystroem_ridge"", ""margin_kernel_rbf_kernel_ridge"", ""margin_kernel_rbf_svr"", ""margin_knn_distance_euclidean"", ""margin_knn_distance_manhattan"", ""margin_knn_uniform_euclidean"", ""margin_knn_uniform_manhattan"", ""margin_linear_ard"", ""margin_linear_bayesian"", ""margin_linear_elastic_net"", ""margin_linear_huber"", ""margin_linear_lasso"", ""margin_linear_ols"", ""margin_linear_orthogonal_matching_pursuit"", ""margin_linear_passive_aggressive"", ""margin_linear_ransac"", ""margin_linear_ridge"", ""margin_linear_sgd"", ""margin_neural_mlp"", ""margin_spline_spline_ridge"", ""margin_stat_percentile"", ""margin_stat_robust"", ""margin_stat_weighted"", ""margin_stat_z_index"", ""margin_structured_neural_structured_mlp"", ""margin_temporal_decay_ridge"", ""margin_temporal_temporal_hist_gradient_boosted"", ""margin_temporal_temporal_random_forest"", ""margin_temporal_trend_elastic_net"", ""margin_tree_extra_trees"", ""margin_tree_gradient_boosted"", ""margin_tree_random_forest""]",False,,2025
3,margin_ensemble_median_margin,margin_ensemble_median_margin,ensemble,ensemble,median_margin,median_margin,margin,member_roster,,0,post_cv_equal_weight,Ensemble of 34 corrected-F6 learned members.,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",/groups/bsavoie2/tburton2/TDNet/publication_artifacts/corrected_f6_wide_margin_roster/through_2025_v1/checkpoints/margin_ensemble_median_margin.pkl,bbe4bafcef438b4a7aa536f9f79dd7a00c65f32da115301518cb59dbc5067188,F6,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/fingerprint_ladder_v3/canonical_fingerprint.parquet,,{},True,True,True,"[""margin_boosted_hist_gradient_boosted"", ""margin_kernel_gaussian_process"", ""margin_kernel_nystroem_ridge"", ""margin_kernel_rbf_kernel_ridge"", ""margin_kernel_rbf_svr"", ""margin_knn_distance_euclidean"", ""margin_knn_distance_manhattan"", ""margin_knn_uniform_euclidean"", ""margin_knn_uniform_manhattan"", ""margin_linear_ard"", ""margin_linear_bayesian"", ""margin_linear_elastic_net"", ""margin_linear_huber"", ""margin_linear_lasso"", ""margin_linear_ols"", ""margin_linear_orthogonal_matching_pursuit"", ""margin_linear_passive_aggressive"", ""margin_linear_ransac"", ""margin_linear_ridge"", ""margin_linear_sgd"", ""margin_neural_mlp"", ""margin_spline_spline_ridge"", ""margin_stat_percentile"", ""margin_stat_robust"", ""margin_stat_weighted"", ""margin_stat_z_index"", ""margin_structured_neural_structured_mlp"", ""margin_temporal_decay_ridge"", ""margin_temporal_temporal_hist_gradient_boosted"", ""margin_temporal_temporal_random_forest"", ""margin_temporal_trend_elastic_net"", ""margin_tree_extra_trees"", ""margin_tree_gradient_boosted"", ""margin_tree_random_forest""]",False,,2025
4,margin_kernel_gaussian_process,margin_kernel_gaussian_process,kernel,kernel,gaussian_process,gaussian_process,margin,F6,15.146273053435008,10,corrected_f6_wide_gap_hps,Corrected fixed 681-coordinate F6 contract.,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",/groups/bsavoie2/tburton2/TDNet/publication_artifacts/corrected_f6_wide_margin_roster/through_2025_v1/checkpoints/margin_kernel_gaussian_process.pkl,87e9f1426733842b8b25e13fb92b80b924b3660f446a9a16218f6fd465b6a06e,F6,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/fingerprint_ladder_v3/canonical_fingerprint.parquet,"[""games_played"", ""offense_drives"", ""offense_explosiveness"", ""offense_plays"", ""offense_power_success"", ""offense_ppa"", ""offense_stuff_rate"", ""offense_success_rate"", ""offense_passing_downs_explosiveness"", ""offense_passing_downs_ppa"", ""offense_passing_downs_success_rate"", ""offense_passing_plays_explosiveness"", ""offense_passing_plays_ppa"", ""offense_passing_plays_success_rate"", ""offense_rushing_plays_explosiveness"", ""offense_rushing_plays_ppa"", ""offense_rushing_plays_success_rate"", ""offense_standard_downs_explosiveness"", ""offense_db_havoc_rate"", ""offense_front_seven_havoc_rate"", ""offense_havoc_rate"", ""defense_drives"", ""defense_explosiveness"", ""defense_plays"", ""defense_power_success"", ""defense_ppa"", ""defense_stuff_rate"", ""defense_success_rate"", ""defense_passing_downs_explosiveness"", ""defense_passing_downs_ppa"", ""defense_passing_downs_success_rate"", ""defense_passing_plays_explosiveness"", ""defense_passing_plays_ppa"", ""defense_passing_plays_success_rate"", ""defense_rushing_plays_explosiveness"", ""defense_rushing_plays_ppa"", ""defense_rushing_plays_success_rate"", ""defense_standard_downs_explosiveness"", ""defense_db_havoc_rate"", ""defense_front_seven_havoc_rate"", ""defense_havoc_rate"", ""statOff_first_downs"", ""statOff_rushing_tds"", ""statOff_passing_tds"", ""statOff_yards_per_rush_attempt"", ""statOff_rushing_attempts"", ""statOff_yards_per_pass"", ""statOff_pass_attempts"", ""statOff_third_down_rate"", ""statOff_fourth_down_rate"", ""statOff_completion_rate"", ""statDef_interception_tds"", ""statDef_passes_intercepted"", ""statDef_interceptions"", ""statGen_fumbles_recovered"", ""statGen_possession_time"", ""statGen_fumbles_lost"", ""statGen_turnovers"", ""statGen_penalties"", ""statSpe_punt_return_tds"", ""statSpe_punt_returns"", ""statSpe_kick_return_tds"", ""statSpe_kick_returns"", ""statSpe_kicking_points"", ""travel_distance_diff"", ""travel_tz_diff"", ""coach_career_seasons"", ""coach_career_mean_sp_offense"", ""coach_career_mean_sp_defense"", ""target_points_for_avg"", ""target_points_against_avg"", ""roster_return_total_rushing_p_p_a"", ""roster_return_percent_p_p_a"", ""roster_return_percent_passing_p_p_a"", ""roster_return_percent_receiving_p_p_a"", ""roster_return_percent_rushing_p_p_a"", ""roster_return_rushing_usage"", ""roster_talent"", ""statDef_tackles_for_loss"", ""statDef_defensive_tds"", ""statDef_tackles"", ""statDef_sacks"", ""statDef_qb_hurries"", ""statDef_passes_deflected"", ""statGen_total_fumbles"", ""opp_adj_v1_4_games_played"", ""opp_adj_v1_4_unique_opponents"", ""opp_adj_v1_4_offense_ppa_mean_to_date"", ""opp_adj_v1_4_offense_ppa_last3"", ""opp_adj_v1_4_offense_ppa_ewm"", ""opp_adj_v1_4_offense_success_rate_mean_to_date"", ""opp_adj_v1_4_offense_success_rate_last3"", ""opp_adj_v1_4_offense_success_rate_ewm"", ""opp_adj_v1_4_offense_explosiveness_mean_to_date"", ""opp_adj_v1_4_offense_explosiveness_last3"", ""opp_adj_v1_4_offense_explosiveness_ewm"", ""opp_adj_v1_4_offense_power_success_mean_to_date"", ""opp_adj_v1_4_offense_power_success_last3"", ""opp_adj_v1_4_offense_power_success_ewm"", ""opp_adj_v1_4_offense_stuff_rate_mean_to_date"", ""opp_adj_v1_4_offense_stuff_rate_last3"", ""opp_adj_v1_4_offense_stuff_rate_ewm"", ""opp_adj_v1_4_offense_passing_plays_ppa_mean_to_date"", ""opp_adj_v1_4_offense_passing_plays_ppa_last3"", ""opp_adj_v1_4_offense_passing_plays_ppa_ewm"", ""opp_adj_v1_4_offense_passing_plays_success_rate_mean_to_date"", ""opp_adj_v1_4_offense_passing_plays_success_rate_last3"", ""opp_adj_v1_4_offense_passing_plays_success_rate_ewm"", ""opp_adj_v1_4_offense_rushing_plays_ppa_mean_to_date"", ""opp_adj_v1_4_offense_rushing_plays_ppa_last3"", ""opp_adj_v1_4_offense_rushing_plays_ppa_ewm"", ""opp_adj_v1_4_offense_rushing_plays_success_rate_mean_to_date"", ""opp_adj_v1_4_offense_rushing_plays_success_rate_last3"", ""opp_adj_v1_4_offense_rushing_plays_success_rate_ewm"", ""opp_adj_v1_4_defense_ppa_mean_to_date"", ""opp_adj_v1_4_defense_ppa_last3"", ""opp_adj_v1_4_defense_ppa_ewm"", ""opp_adj_v1_4_defense_success_rate_mean_to_date"", ""opp_adj_v1_4_defense_success_rate_last3"", ""opp_adj_v1_4_defense_success_rate_ewm"", ""opp_adj_v1_4_defense_explosiveness_mean_to_date"", ""opp_adj_v1_4_defense_explosiveness_last3"", ""opp_adj_v1_4_defense_explosiveness_ewm"", ""opp_adj_v1_4_defense_power_success_mean_to_date"", ""opp_adj_v1_4_defense_power_success_last3"", ""opp_adj_v1_4_defense_power_success_ewm"", ""opp_adj_v1_4_defense_stuff_rate_mean_to_date"", ""opp_adj_v1_4_defense_stuff_rate_last3"", ""opp_adj_v1_4_defense_stuff_rate_ewm"", ""opp_adj_v1_4_defense_havoc_rate_mean_to_date"", ""opp_adj_v1_4_defense_havoc_rate_last3"", ""opp_adj_v1_4_defense_havoc_rate_ewm"", ""opp_adj_v1_4_statoff_yards_per_pass_mean_to_date"", ""opp_adj_v1_4_statoff_yards_per_pass_last3"", ""opp_adj_v1_4_statoff_yards_per_pass_ewm"", ""opp_adj_v1_4_statoff_yards_per_rush_attempt_mean_to_date"", ""opp_adj_v1_4_statoff_yards_per_rush_attempt_last3"", ""opp_adj_v1_4_statoff_yards_per_rush_attempt_ewm"", ""opp_adj_v1_4_statgen_turnovers_mean_to_date"", ""opp_adj_v1_4_statgen_turnovers_last3"", ""opp_adj_v1_4_statgen_turnovers_ewm"", ""opp_adj_v1_4_target_points_for_mean_to_date"", ""opp_adj_v1_4_target_points_for_last3"", ""opp_adj_v1_4_target_points_for_ewm"", ""opp_adj_v1_4_target_points_against_mean_to_date"", ""opp_adj_v1_4_target_points_against_last3"", ""opp_adj_v1_4_target_points_against_ewm"", ""opp_adj_v1_4_target_team_margin_mean_to_date"", ""opp_adj_v1_4_target_team_margin_last3"", ""opp_adj_v1_4_target_team_margin_ewm"", ""opp_adj_v1_4_elo_team_rating_mean_to_date"", ""opp_adj_v1_4_elo_team_rating_last3"", ""opp_adj_v1_4_elo_team_rating_ewm"", ""opp_adj_v1_4_elo_opponent_rating_mean_to_date"", ""opp_adj_v1_4_elo_opponent_rating_last3"", ""opp_adj_v1_4_elo_opponent_rating_ewm"", ""opp_adj_v1_4_elo_rating_edge_mean_to_date"", ""opp_adj_v1_4_elo_rating_edge_last3"", ""opp_adj_v1_4_elo_rating_edge_ewm"", ""time_adj_last1__offense_ppa"", ""time_adj_last3__offense_ppa"", ""time_adj_ewm_hl3__offense_ppa"", ""time_adj_recent_minus_season__offense_ppa"", ""time_adj_volatility5__offense_ppa"", ""time_adj_last1__offense_success_rate"", ""time_adj_last3__offense_success_rate"", ""time_adj_ewm_hl3__offense_success_rate"", ""time_adj_recent_minus_season__offense_success_rate"", ""time_adj_volatility5__offense_success_rate"", ""time_adj_last1__offense_explosiveness"", ""time_adj_last3__offense_explosiveness"", ""time_adj_ewm_hl3__offense_explosiveness"", ""time_adj_recent_minus_season__offense_explosiveness"", ""time_adj_volatility5__offense_explosiveness"", ""time_adj_last1__offense_passing_plays_ppa"", ""time_adj_last3__offense_passing_plays_ppa"", ""time_adj_ewm_hl3__offense_passing_plays_ppa"", ""time_adj_recent_minus_season__offense_passing_plays_ppa"", ""time_adj_volatility5__offense_passing_plays_ppa"", ""time_adj_last1__offense_rushing_plays_ppa"", ""time_adj_last3__offense_rushing_plays_ppa"", ""time_adj_ewm_hl3__offense_rushing_plays_ppa"", ""time_adj_recent_minus_season__offense_rushing_plays_ppa"", ""time_adj_volatility5__offense_rushing_plays_ppa"", ""time_adj_last1__defense_ppa"", ""time_adj_last3__defense_ppa"", ""time_adj_ewm_hl3__defense_ppa"", ""time_adj_recent_minus_season__defense_ppa"", ""time_adj_volatility5__defense_ppa"", ""time_adj_last1__defense_success_rate"", ""time_adj_last3__defense_success_rate"", ""time_adj_ewm_hl3__defense_success_rate"", ""time_adj_recent_minus_season__defense_success_rate"", ""time_adj_volatility5__defense_success_rate"", ""time_adj_last1__defense_explosiveness"", ""time_adj_last3__defense_explosiveness"", ""time_adj_ewm_hl3__defense_explosiveness"", ""time_adj_recent_minus_season__defense_explosiveness"", ""time_adj_volatility5__defense_explosiveness"", ""time_adj_last1__defense_havoc_rate"", ""time_adj_last3__defense_havoc_rate"", ""time_adj_ewm_hl3__defense_havoc_rate"", ""time_adj_recent_minus_season__defense_havoc_rate"", ""time_adj_volatility5__defense_havoc_rate"", ""time_adj_last1__statOff_yards_per_pass"", ""time_adj_last3__statOff_yards_per_pass"", ""time_adj_ewm_hl3__statOff_yards_per_pass"", ""time_adj_recent_minus_season__statOff_yards_per_pass"", ""time_adj_volatility5__statOff_yards_per_pass"", ""time_adj_last1__statOff_yards_per_rush_attempt"", ""time_adj_last3__statOff_yards_per_rush_attempt"", ""time_adj_ewm_hl3__statOff_yards_per_rush_attempt"", ""time_adj_recent_minus_season__statOff_yards_per_rush_attempt"", ""time_adj_volatility5__statOff_yards_per_rush_attempt"", ""time_adj_last1__statGen_turnovers"", ""time_adj_last3__statGen_turnovers"", ""time_adj_ewm_hl3__statGen_turnovers"", ""time_adj_recent_minus_season__statGen_turnovers"", ""time_adj_volatility5__statGen_turnovers"", ""graph_colley_rating"", ""graph_pagerank_z"", ""graph_schedule_strength"", ""graph_win_quality"", ""graph_loss_quality"", ""graph_games_played"", ""graph_unique_opponents"", ""graph_colley_edge_next""]","{""config.max_train_samples"": 750, ""config.params.amplitude"": 0.4521800002909745, ""config.params.length_scale"": 13.71708569061161, ""config.params.noise_level"": 0.012868402031551303}",True,True,True,,False,,2025
