poll_objective,keys_team,ballot_model,power_rating_vs_average,ballot_rank,poll_points,top25_vote,first_place_vote,model_id,model_level,model_family,objective,feature_config,fingerprint,checkpoint_sha256,training_end_season,selected_feature_count,calibration_status,calibrator_sha256
margin,Georgia,scientific_f0_m1,18.70809858680334,1,25,True,True,,,,,,,,,,,
margin,Texas,scientific_f0_m1,17.855628065455026,2,24,True,False,,,,,,,,,,,
margin,Oregon,scientific_f0_m1,17.816921295837048,3,23,True,False,,,,,,,,,,,
margin,Alabama,scientific_f0_m1,17.319262829320188,4,22,True,False,,,,,,,,,,,
margin,Ohio State,scientific_f0_m1,16.892566773769623,5,21,True,False,,,,,,,,,,,
margin,Notre Dame,scientific_f0_m1,16.37463333269097,6,20,True,False,,,,,,,,,,,
margin,Texas A&M,scientific_f0_m1,15.451661195252758,7,19,True,False,,,,,,,,,,,
margin,LSU,scientific_f0_m1,15.3945226305786,8,18,True,False,,,,,,,,,,,
margin,Florida,scientific_f0_m1,13.519548278488699,9,17,True,False,,,,,,,,,,,
margin,Michigan,scientific_f0_m1,13.471164816466224,10,16,True,False,,,,,,,,,,,
margin,Miami,scientific_f0_m1,13.283160506893193,11,15,True,False,,,,,,,,,,,
margin,Tennessee,scientific_f0_m1,13.281317327387573,12,14,True,False,,,,,,,,,,,
margin,Ole Miss,scientific_f0_m1,13.273023019612292,13,13,True,False,,,,,,,,,,,
margin,USC,scientific_f0_m1,12.417909090316648,14,12,True,False,,,,,,,,,,,
margin,South Carolina,scientific_f0_m1,12.22010672702801,15,11,True,False,,,,,,,,,,,
margin,Clemson,scientific_f0_m1,12.219185137275204,16,10,True,False,,,,,,,,,,,
margin,Oklahoma,scientific_f0_m1,11.679594337005536,17,9,True,False,,,,,,,,,,,
margin,Auburn,scientific_f0_m1,10.622070095657216,18,8,True,False,,,,,,,,,,,
margin,Missouri,scientific_f0_m1,9.708313855747093,19,7,True,False,,,,,,,,,,,
margin,Mississippi State,scientific_f0_m1,9.53182941808417,20,6,True,False,,,,,,,,,,,
margin,Nebraska,scientific_f0_m1,8.74479176918529,21,5,True,False,,,,,,,,,,,
margin,Kentucky,scientific_f0_m1,8.70792817907293,22,4,True,False,,,,,,,,,,,
margin,Washington,scientific_f0_m1,8.292291200556072,23,3,True,False,,,,,,,,,,,
margin,UCLA,scientific_f0_m1,8.145758429859445,24,2,True,False,,,,,,,,,,,
margin,Penn State,scientific_f0_m1,8.126865839926856,25,1,True,False,,,,,,,,,,,
margin,Virginia Tech,scientific_f0_m1,7.900154760735845,26,0,False,False,,,,,,,,,,,
margin,Florida State,scientific_f0_m1,7.8652557114402075,27,0,False,False,,,,,,,,,,,
margin,Texas Tech,scientific_f0_m1,7.843476990938091,28,0,False,False,,,,,,,,,,,
margin,Wisconsin,scientific_f0_m1,7.833800298533594,29,0,False,False,,,,,,,,,,,
margin,SMU,scientific_f0_m1,7.687267527836966,30,0,False,False,,,,,,,,,,,
margin,California,scientific_f0_m1,7.107587573320106,31,0,False,False,,,,,,,,,,,
margin,Georgia Tech,scientific_f0_m1,7.0951461116571855,32,0,False,False,,,,,,,,,,,
margin,Syracuse,scientific_f0_m1,6.816826006308871,33,0,False,False,,,,,,,,,,,
margin,Arkansas,scientific_f0_m1,6.810835672915612,34,0,False,False,,,,,,,,,,,
margin,Louisville,scientific_f0_m1,6.5569376960167345,35,0,False,False,,,,,,,,,,,
margin,North Carolina,scientific_f0_m1,6.376427465777272,36,0,False,False,,,,,,,,,,,
margin,Indiana,scientific_f0_m1,6.339903309230214,37,0,False,False,,,,,,,,,,,
margin,Colorado,scientific_f0_m1,6.172173974218977,38,0,False,False,,,,,,,,,,,
margin,Minnesota,scientific_f0_m1,6.041769024196503,39,0,False,False,,,,,,,,,,,
margin,Vanderbilt,scientific_f0_m1,5.977257741499874,40,0,False,False,,,,,,,,,,,
margin,NC State,scientific_f0_m1,5.881072973642437,41,0,False,False,,,,,,,,,,,
margin,Baylor,scientific_f0_m1,5.7878710472976245,42,0,False,False,,,,,,,,,,,
margin,Iowa,scientific_f0_m1,5.762527329095379,43,0,False,False,,,,,,,,,,,
margin,Arizona State,scientific_f0_m1,5.72888930311785,44,0,False,False,,,,,,,,,,,
margin,Maryland,scientific_f0_m1,5.620141712286388,45,0,False,False,,,,,,,,,,,
margin,Kansas State,scientific_f0_m1,5.57544460927515,46,0,False,False,,,,,,,,,,,
margin,Rutgers,scientific_f0_m1,5.1316991432976184,47,0,False,False,,,,,,,,,,,
margin,West Virginia,scientific_f0_m1,5.0653446810953735,48,0,False,False,,,,,,,,,,,
margin,Illinois,scientific_f0_m1,4.899919320466157,49,0,False,False,,,,,,,,,,,
margin,South Florida,scientific_f0_m1,4.890703422938065,50,0,False,False,,,,,,,,,,,
margin,Arizona,scientific_f0_m1,4.696247985095371,51,0,False,False,,,,,,,,,,,
margin,TCU,scientific_f0_m1,4.666878474316584,52,0,False,False,,,,,,,,,,,
margin,Purdue,scientific_f0_m1,4.6381878306684055,53,0,False,False,,,,,,,,,,,
margin,Houston,scientific_f0_m1,4.527597060331321,54,0,False,False,,,,,,,,,,,
margin,Utah,scientific_f0_m1,4.5179203679268305,55,0,False,False,,,,,,,,,,,
margin,BYU,scientific_f0_m1,4.227619595791993,56,0,False,False,,,,,,,,,,,
margin,Northwestern,scientific_f0_m1,4.176932159387503,57,0,False,False,,,,,,,,,,,
margin,Michigan State,scientific_f0_m1,4.024869850174015,58,0,False,False,,,,,,,,,,,
margin,Kansas,scientific_f0_m1,4.0013693114773865,59,0,False,False,,,,,,,,,,,
margin,Wake Forest,scientific_f0_m1,3.83363997646615,60,0,False,False,,,,,,,,,,,
margin,Pittsburgh,scientific_f0_m1,3.5640749737695177,61,0,False,False,,,,,,,,,,,
margin,Stanford,scientific_f0_m1,3.5158128730581475,62,0,False,False,,,,,,,,,,,
margin,Oklahoma State,scientific_f0_m1,3.456709767567273,63,0,False,False,,,,,,,,,,,
