scope,through_week,series_type,model_name,model_family,fingerprint,games,margin_games,margin_mae,su_wins,su_losses,su_accuracy,brier_games,brier_score,ats_wins,ats_losses,ats_pushes,ats_accuracy
weekly,0,model,scientific_F1_M3,tree,F1,8,8,13.276650160742221,4,4,0.5,8,0.2049907149570484,5,3,0,0.625
weekly,0,model,scientific_F1_M4,boosted,F1,8,8,13.018057632598406,5,3,0.625,8,0.19991047262641526,5,3,0,0.625
weekly,0,model,scientific_F1_M5,neural,F1,8,8,13.351734220981598,5,3,0.625,8,0.21268268934017293,4,4,0,0.5
weekly,0,model,scientific_F2_M1,linear,F2,8,8,13.038852049532755,5,3,0.625,8,0.19580122706125594,5,3,0,0.625
weekly,0,model,scientific_F2_M10,knn,F2,8,8,12.002439591638055,3,5,0.375,8,0.2190642139384742,5,3,0,0.625
weekly,0,model,scientific_F2_M2,spline,F2,8,8,14.082530443831843,5,3,0.625,8,0.20131544006634536,5,3,0,0.625
weekly,0,model,scientific_F2_M3,tree,F2,8,8,13.081397761098827,4,4,0.5,8,0.2142805077530326,4,4,0,0.5
weekly,0,model,scientific_F2_M4,boosted,F2,8,8,13.246675093739938,6,2,0.75,8,0.2018774899093923,5,3,0,0.625
weekly,0,model,scientific_F2_M5,neural,F2,8,8,13.618756979703903,5,3,0.625,8,0.20792164337785257,5,3,0,0.625
weekly,0,model,scientific_F3_M1,linear,F3,8,8,12.557522412771709,5,3,0.625,8,0.20676867748174566,4,4,0,0.5
weekly,0,model,scientific_F3_M10,knn,F3,8,8,12.42396082783166,5,3,0.625,8,0.21482137463732312,4,4,0,0.5
weekly,0,model,scientific_F3_M2,spline,F3,8,8,12.992422448270418,4,4,0.5,8,0.20581876370689725,5,3,0,0.625
weekly,0,model,scientific_F3_M3,tree,F3,8,8,12.2308136658061,5,3,0.625,8,0.20867588831747075,5,3,0,0.625
weekly,0,model,scientific_F3_M4,boosted,F3,8,8,13.002530232608011,4,4,0.5,8,0.20355079278722993,4,4,0,0.5
weekly,0,model,scientific_F3_M5,neural,F3,8,8,11.349192261695862,7,1,0.875,8,0.1715012007467045,4,4,0,0.5
weekly,0,model,scientific_F4_M1,linear,F4,8,8,14.5309134672337,4,4,0.5,8,0.21727808432107998,3,5,0,0.375
weekly,0,model,scientific_F4_M10,knn,F4,8,8,13.461319941894859,4,4,0.5,8,0.2608958190247636,4,4,0,0.5
weekly,0,model,scientific_F4_M2,spline,F4,8,8,14.354188619682937,4,4,0.5,8,0.20532516021362052,4,4,0,0.5
weekly,0,model,scientific_F4_M3,tree,F4,8,8,13.187851834316067,4,4,0.5,8,0.2227804060027581,4,4,0,0.5
weekly,0,model,scientific_F4_M4,boosted,F4,8,8,14.523729444165632,4,4,0.5,8,0.2291848562075549,4,4,0,0.5
weekly,0,model,scientific_F4_M5,neural,F4,8,8,14.39005771279335,4,4,0.5,8,0.2041030594017999,4,4,0,0.5
weekly,0,model,scientific_F5_M1,linear,F5,8,8,14.593436125032804,4,4,0.5,8,0.2741884725895415,3,5,0,0.375
weekly,0,model,scientific_F5_M10,knn,F5,8,8,12.459375000000001,4,4,0.5,8,0.2278862093248058,4,4,0,0.5
weekly,0,model,scientific_F5_M2,spline,F5,8,8,13.23615445602751,4,4,0.5,8,0.2212359230631465,3,5,0,0.375
weekly,0,model,scientific_F5_M3,tree,F5,8,8,14.10047508865304,4,4,0.5,8,0.23032068704118996,4,4,0,0.5
weekly,0,model,scientific_F5_M4,boosted,F5,8,8,14.44891188316985,4,4,0.5,8,0.22610024256379396,4,4,0,0.5
weekly,0,model,scientific_F5_M5,neural,F5,8,8,13.566666930913925,5,3,0.625,8,0.22202241271111192,5,3,0,0.625
weekly,0,model,scientific_F6_M1,linear,F6,8,8,14.818926610003935,4,4,0.5,8,0.26277754743328363,3,5,0,0.375
weekly,0,model,scientific_F6_M10,knn,F6,8,8,11.615625000000001,5,3,0.625,8,0.22414784874115,3,5,0,0.375
weekly,0,model,scientific_F6_M2,spline,F6,8,8,14.231837798247149,5,3,0.625,8,0.22120884755714726,2,6,0,0.25
weekly,0,model,scientific_F6_M3,tree,F6,8,8,13.237512632299538,4,4,0.5,8,0.22669747910943583,3,5,0,0.375
weekly,0,model,scientific_F6_M4,boosted,F6,8,8,13.8662399168573,3,5,0.375,8,0.22529218600841255,3,5,0,0.375
weekly,0,model,scientific_F6_M5,neural,F6,8,8,8.617566555738449,7,1,0.875,8,0.15439834293385654,7,1,0,0.875
weekly,0,vegas,Vegas closing-line baseline,market,evaluation-only,8,8,13.75,6,2,0.75,8,0.16600975609801072,,,,0.5
weekly,1,consensus,Scientific consensus,consensus,F0–F6,39,39,18.854871794871798,34,5,0.8717948717948718,39,0.13111513358974358,13,25,1,0.34210526315789475
weekly,1,model,scientific_F0_M1,linear,F0,39,39,18.952879561536594,36,3,0.9230769230769231,39,0.13222418143077616,12,26,1,0.3157894736842105
weekly,1,model,scientific_F0_M10,knn,F0,39,39,17.972856936586037,32,7,0.8205128205128205,39,0.14770648608542564,15,23,1,0.39473684210526316
weekly,1,model,scientific_F0_M2,spline,F0,39,39,18.575782559625676,36,3,0.9230769230769231,39,0.12906499876469252,12,26,1,0.3157894736842105
weekly,1,model,scientific_F0_M3,tree,F0,39,39,19.211836149993626,31,8,0.7948717948717948,39,0.15889908604424807,16,22,1,0.42105263157894735
weekly,1,model,scientific_F0_M4,boosted,F0,39,39,18.990275363333165,33,6,0.8461538461538461,39,0.13445307819738891,12,26,1,0.3157894736842105
weekly,1,model,scientific_F0_M5,neural,F0,39,39,19.17263934856806,33,6,0.8461538461538461,39,0.12854661180261057,13,25,1,0.34210526315789475
weekly,1,model,scientific_F1_M1,linear,F1,39,39,18.474398724552486,34,5,0.8717948717948718,39,0.12646402381999358,13,25,1,0.34210526315789475
weekly,1,model,scientific_F1_M10,knn,F1,39,39,20.884408898517034,30,9,0.7692307692307693,39,0.1584507249020463,10,28,1,0.2631578947368421
weekly,1,model,scientific_F1_M2,spline,F1,39,39,18.493157699126517,34,5,0.8717948717948718,39,0.12841045750628272,13,25,1,0.34210526315789475
weekly,1,model,scientific_F1_M3,tree,F1,39,39,19.160872130994782,34,5,0.8717948717948718,39,0.1275458215301303,12,26,1,0.3157894736842105
weekly,1,model,scientific_F1_M4,boosted,F1,39,39,18.608507759301506,35,4,0.8974358974358975,39,0.12317243623913403,11,27,1,0.2894736842105263
weekly,1,model,scientific_F1_M5,neural,F1,39,39,19.19899366146479,32,7,0.8205128205128205,39,0.12262997649715128,10,28,1,0.2631578947368421
weekly,1,model,scientific_F2_M1,linear,F2,39,39,19.323177132803668,34,5,0.8717948717948718,39,0.13284530003243142,11,27,1,0.2894736842105263
weekly,1,model,scientific_F2_M10,knn,F2,39,39,21.88301283858231,29,10,0.7435897435897436,39,0.15681549101406048,12,26,1,0.3157894736842105
weekly,1,model,scientific_F2_M2,spline,F2,39,39,19.51277878308922,33,6,0.8461538461538461,39,0.13514475085076336,11,27,1,0.2894736842105263
weekly,1,model,scientific_F2_M3,tree,F2,39,39,20.01889868400943,30,9,0.7692307692307693,39,0.13999809511059075,12,26,1,0.3157894736842105
weekly,1,model,scientific_F2_M4,boosted,F2,39,39,19.299154030436505,34,5,0.8717948717948718,39,0.12813413158991324,11,27,1,0.2894736842105263
weekly,1,model,scientific_F2_M5,neural,F2,39,39,20.27711185430869,32,7,0.8205128205128205,39,0.14270413020289066,14,24,1,0.3684210526315789
weekly,1,model,scientific_F3_M1,linear,F3,39,39,20.886719080225337,35,4,0.8974358974358975,39,0.15753494492735667,13,25,1,0.34210526315789475
weekly,1,model,scientific_F3_M10,knn,F3,39,39,20.047929254767386,31,8,0.7948717948717948,39,0.15966857255255698,18,20,1,0.47368421052631576
weekly,1,model,scientific_F3_M2,spline,F3,39,39,19.82176599086114,34,5,0.8717948717948718,39,0.1349844922037916,14,24,1,0.3684210526315789
weekly,1,model,scientific_F3_M3,tree,F3,39,39,19.396771328651422,33,6,0.8461538461538461,39,0.1352512036003871,14,24,1,0.3684210526315789
weekly,1,model,scientific_F3_M4,boosted,F3,39,39,18.70758503445076,34,5,0.8717948717948718,39,0.12426344431255643,14,24,1,0.3684210526315789
weekly,1,model,scientific_F3_M5,neural,F3,39,39,21.579368948936462,29,10,0.7435897435897436,39,0.17653044246497177,13,25,1,0.34210526315789475
weekly,1,model,scientific_F4_M1,linear,F4,39,39,20.188937443713353,34,5,0.8717948717948718,39,0.15282708784263294,14,24,1,0.3684210526315789
weekly,1,model,scientific_F4_M10,knn,F4,39,39,19.340086581593116,34,5,0.8717948717948718,39,0.13161105963287287,16,22,1,0.42105263157894735
weekly,1,model,scientific_F4_M2,spline,F4,39,39,19.366926604781497,33,6,0.8461538461538461,39,0.1332368394649749,12,26,1,0.3157894736842105
weekly,1,model,scientific_F4_M3,tree,F4,39,39,19.377165715229047,33,6,0.8461538461538461,39,0.13501320232095904,14,24,1,0.3684210526315789
weekly,1,model,scientific_F4_M4,boosted,F4,39,39,18.69534181578412,33,6,0.8461538461538461,39,0.1288109181977775,14,24,1,0.3684210526315789
weekly,1,model,scientific_F4_M5,neural,F4,39,39,19.04296761751175,33,6,0.8461538461538461,39,0.14879592284925183,16,22,1,0.42105263157894735
weekly,1,model,scientific_F5_M1,linear,F5,39,39,20.345461848721772,34,5,0.8717948717948718,39,0.11557397879453003,13,25,1,0.34210526315789475
weekly,1,model,scientific_F5_M10,knn,F5,39,39,16.655128205128204,34,5,0.8717948717948718,39,0.1486772497560394,14,24,1,0.3684210526315789
weekly,1,model,scientific_F5_M2,spline,F5,39,39,19.11748841933347,34,5,0.8717948717948718,39,0.16196015782503334,14,24,1,0.3684210526315789
weekly,1,model,scientific_F5_M3,tree,F5,39,39,18.84657050215189,32,7,0.8205128205128205,39,0.1287151888616981,14,24,1,0.3684210526315789
weekly,1,model,scientific_F5_M4,boosted,F5,39,39,19.27242094261746,33,6,0.8461538461538461,39,0.13551760668857263,15,23,1,0.39473684210526316
weekly,1,model,scientific_F5_M5,neural,F5,39,39,19.511112343042324,35,4,0.8974358974358975,39,0.14049609501205837,17,21,1,0.4473684210526316
weekly,1,model,scientific_F6_M1,linear,F6,39,39,20.35692160149207,34,5,0.8717948717948718,39,0.11463572420638585,14,24,1,0.3684210526315789
weekly,1,model,scientific_F6_M10,knn,F6,39,39,16.846153846153847,35,4,0.8974358974358975,39,0.13941475940179324,14,24,1,0.3684210526315789
weekly,1,model,scientific_F6_M2,spline,F6,39,39,18.756077713852214,34,5,0.8717948717948718,39,0.15602329373392448,15,23,1,0.39473684210526316
weekly,1,model,scientific_F6_M3,tree,F6,39,39,19.100138732635642,33,6,0.8461538461538461,39,0.1295171688354713,14,24,1,0.3684210526315789
weekly,1,model,scientific_F6_M4,boosted,F6,39,39,18.602803014492082,33,6,0.8461538461538461,39,0.12729198394026733,16,22,1,0.42105263157894735
weekly,1,model,scientific_F6_M5,neural,F6,39,39,18.339245010644962,32,7,0.8205128205128205,39,0.13439142223674627,14,24,1,0.3684210526315789
weekly,1,vegas,Vegas closing-line baseline,market,evaluation-only,39,39,13.455128205128204,36,3,0.9230769230769231,35,0.08301945871978005,,,,0.5
weekly,2,consensus,Scientific consensus,consensus,F0–F6,49,49,14.868979591836736,30,19,0.6122448979591837,49,0.2164848685714286,27,22,0,0.5510204081632653
weekly,2,model,scientific_F0_M1,linear,F0,49,49,12.885538281435977,39,10,0.7959183673469388,49,0.17042394656792204,26,23,0,0.5306122448979592
weekly,2,model,scientific_F0_M10,knn,F0,49,49,14.426129642482548,35,14,0.7142857142857143,49,0.1793588053960965,30,19,0,0.6122448979591837
weekly,2,model,scientific_F0_M2,spline,F0,49,49,12.59648158530652,41,8,0.8367346938775511,49,0.16814804994167973,27,22,0,0.5510204081632653
weekly,2,model,scientific_F0_M3,tree,F0,49,49,14.844017594014776,34,15,0.6938775510204082,49,0.1947148008891868,30,19,0,0.6122448979591837
weekly,2,model,scientific_F0_M4,boosted,F0,49,49,12.422445650496217,40,9,0.8163265306122449,49,0.16868105529853716,27,22,0,0.5510204081632653
weekly,2,model,scientific_F0_M5,neural,F0,49,49,12.447088098039432,39,10,0.7959183673469388,49,0.16547886423646088,29,20,0,0.5918367346938775
weekly,2,model,scientific_F1_M1,linear,F1,49,49,19.577183381758083,29,20,0.5918367346938775,49,0.2747392615406551,24,25,0,0.4897959183673469
weekly,2,model,scientific_F1_M10,knn,F1,49,49,17.0762550350178,26,23,0.5306122448979592,49,0.25126917534676485,24,25,0,0.4897959183673469
weekly,2,model,scientific_F1_M2,spline,F1,49,49,17.353329349386225,28,21,0.5714285714285714,49,0.24365214400710788,26,23,0,0.5306122448979592
weekly,2,model,scientific_F1_M3,tree,F1,49,49,15.415679223073049,31,18,0.6326530612244898,49,0.21278195134007857,26,23,0,0.5306122448979592
weekly,2,model,scientific_F1_M4,boosted,F1,49,49,15.191376025298544,34,15,0.6938775510204082,49,0.21001143911614473,26,23,0,0.5306122448979592
weekly,2,model,scientific_F1_M5,neural,F1,49,49,16.732415150546906,31,18,0.6326530612244898,49,0.2295407691497729,28,21,0,0.5714285714285714
weekly,2,model,scientific_F2_M1,linear,F2,49,49,19.464187985230136,30,19,0.6122448979591837,49,0.2782988613376709,24,25,0,0.4897959183673469
weekly,2,model,scientific_F2_M10,knn,F2,49,49,19.397127253981427,23,26,0.46938775510204084,49,0.28586071361533927,26,23,0,0.5306122448979592
weekly,2,model,scientific_F2_M2,spline,F2,49,49,15.859867404797379,31,18,0.6326530612244898,49,0.23713522874715015,24,25,0,0.4897959183673469
weekly,2,model,scientific_F2_M3,tree,F2,49,49,16.856970440194,28,21,0.5714285714285714,49,0.24994516689954435,23,26,0,0.46938775510204084
weekly,2,model,scientific_F2_M4,boosted,F2,49,49,14.678363420987989,31,18,0.6326530612244898,49,0.21477281415953386,23,26,0,0.46938775510204084
weekly,2,model,scientific_F2_M5,neural,F2,49,49,20.033953754269348,28,21,0.5714285714285714,49,0.27365063247911325,23,26,0,0.46938775510204084
weekly,2,model,scientific_F3_M1,linear,F3,49,49,17.44327006475322,27,22,0.5510204081632653,49,0.2537779778388654,26,23,0,0.5306122448979592
weekly,2,model,scientific_F3_M10,knn,F3,49,49,17.833012183298724,24,25,0.4897959183673469,49,0.28017607366891384,26,23,0,0.5306122448979592
weekly,2,model,scientific_F3_M2,spline,F3,49,49,15.430623773846197,29,20,0.5918367346938775,49,0.2231225371031491,26,23,0,0.5306122448979592
weekly,2,model,scientific_F3_M3,tree,F3,49,49,15.459499305947245,28,21,0.5714285714285714,49,0.22753185803536566,25,24,0,0.5102040816326531
weekly,2,model,scientific_F3_M4,boosted,F3,49,49,14.0217449500871,32,17,0.6530612244897959,49,0.20546646119723921,27,22,0,0.5510204081632653
weekly,2,model,scientific_F3_M5,neural,F3,49,49,19.545568699739416,28,21,0.5714285714285714,49,0.2602982762635619,25,24,0,0.5102040816326531
weekly,2,model,scientific_F4_M1,linear,F4,49,49,17.52726221217812,27,22,0.5510204081632653,49,0.2577536636697124,24,25,0,0.4897959183673469
weekly,2,model,scientific_F4_M10,knn,F4,49,49,17.600792641781794,25,24,0.5102040816326531,49,0.27482577351269705,25,24,0,0.5102040816326531
weekly,2,model,scientific_F4_M2,spline,F4,49,49,15.406651699762369,31,18,0.6326530612244898,49,0.22743791697468319,27,22,0,0.5510204081632653
weekly,2,model,scientific_F4_M3,tree,F4,49,49,15.139035051150778,29,20,0.5918367346938775,49,0.22708531555476716,25,24,0,0.5102040816326531
weekly,2,model,scientific_F4_M4,boosted,F4,49,49,14.45721464510183,30,19,0.6122448979591837,49,0.21663015791082477,23,26,0,0.46938775510204084
weekly,2,model,scientific_F4_M5,neural,F4,49,49,22.369128907213405,26,23,0.5306122448979592,49,0.32374790217731014,24,25,0,0.4897959183673469
weekly,2,model,scientific_F5_M1,linear,F5,49,49,16.733007616752804,29,20,0.5918367346938775,49,0.3032855342171099,26,23,0,0.5306122448979592
weekly,2,model,scientific_F5_M10,knn,F5,49,49,17.044897959183672,27,22,0.5510204081632653,49,0.24961703391479637,25,24,0,0.5102040816326531
weekly,2,model,scientific_F5_M2,spline,F5,49,49,15.543263496603661,27,22,0.5510204081632653,49,0.2234564175043502,26,23,0,0.5306122448979592
weekly,2,model,scientific_F5_M3,tree,F5,49,49,13.996282871286668,32,17,0.6530612244897959,49,0.20506407778546895,27,22,0,0.5510204081632653
weekly,2,model,scientific_F5_M4,boosted,F5,49,49,13.730985028208549,33,16,0.673469387755102,49,0.19936054571645376,25,24,0,0.5102040816326531
weekly,2,model,scientific_F5_M5,neural,F5,49,49,15.07732373962597,32,17,0.6530612244897959,49,0.20575244245548724,26,23,0,0.5306122448979592
weekly,2,model,scientific_F6_M1,linear,F6,49,49,16.42214692689652,28,21,0.5714285714285714,49,0.29567267005017916,26,23,0,0.5306122448979592
weekly,2,model,scientific_F6_M10,knn,F6,49,49,15.830102040816328,28,21,0.5714285714285714,49,0.23915675395568162,25,24,0,0.5102040816326531
weekly,2,model,scientific_F6_M2,spline,F6,49,49,14.777020920546155,28,21,0.5714285714285714,49,0.22006978060344423,29,20,0,0.5918367346938775
weekly,2,model,scientific_F6_M3,tree,F6,49,49,13.787331277708235,30,19,0.6122448979591837,49,0.2077936249593698,26,23,0,0.5306122448979592
weekly,2,model,scientific_F6_M4,boosted,F6,49,49,13.052114203938846,33,16,0.673469387755102,49,0.19253024525539641,26,23,0,0.5306122448979592
weekly,2,model,scientific_F6_M5,neural,F6,49,49,15.513539423747938,34,15,0.6938775510204082,49,0.2193762476881194,23,26,0,0.46938775510204084
weekly,2,vegas,Vegas closing-line baseline,market,evaluation-only,49,49,10.88265306122449,39,10,0.7959183673469388,46,0.14861941515674043,,,,0.5
weekly,3,consensus,Scientific consensus,consensus,F0–F6,57,57,11.642105263157896,44,13,0.7719298245614035,57,0.16477123719298245,30,25,2,0.5454545454545454
weekly,3,model,scientific_F0_M1,linear,F0,57,57,12.44650781465716,42,15,0.7368421052631579,57,0.18472133296036328,33,22,2,0.6
weekly,3,model,scientific_F0_M10,knn,F0,57,57,14.608642934715917,41,16,0.7192982456140351,57,0.20349228337768369,34,21,2,0.6181818181818182
weekly,3,model,scientific_F0_M2,spline,F0,57,57,12.283133340480038,40,17,0.7017543859649122,57,0.18348533612724713,33,22,2,0.6
weekly,3,model,scientific_F0_M3,tree,F0,57,57,14.572455595616832,42,15,0.7368421052631579,57,0.19151868906753827,33,22,2,0.6
weekly,3,model,scientific_F0_M4,boosted,F0,57,57,12.168070990895721,45,12,0.7894736842105263,57,0.18186874206883638,31,24,2,0.5636363636363636
weekly,3,model,scientific_F0_M5,neural,F0,57,57,12.404711225576568,44,13,0.7719298245614035,57,0.18175041858497556,32,23,2,0.5818181818181818
weekly,3,model,scientific_F1_M1,linear,F1,57,57,12.88140083229225,44,13,0.7719298245614035,57,0.1784996305906902,26,29,2,0.4727272727272727
weekly,3,model,scientific_F1_M10,knn,F1,57,57,13.436206249916896,42,15,0.7368421052631579,57,0.18923872960059732,31,24,2,0.5636363636363636
weekly,3,model,scientific_F1_M2,spline,F1,57,57,13.100961416036034,42,15,0.7368421052631579,57,0.18220756022106604,26,29,2,0.4727272727272727
weekly,3,model,scientific_F1_M3,tree,F1,57,57,13.317649772513665,42,15,0.7368421052631579,57,0.18334359798443517,27,28,2,0.4909090909090909
weekly,3,model,scientific_F1_M4,boosted,F1,57,57,13.737183724083657,41,16,0.7192982456140351,57,0.18892137127515643,26,29,2,0.4727272727272727
weekly,3,model,scientific_F1_M5,neural,F1,57,57,13.285933883566605,41,16,0.7192982456140351,57,0.17984967897804877,29,26,2,0.5272727272727272
weekly,3,model,scientific_F2_M1,linear,F2,57,57,12.097014709594822,43,14,0.7543859649122807,57,0.1761661764395598,29,26,2,0.5272727272727272
weekly,3,model,scientific_F2_M10,knn,F2,57,57,15.269767979566797,36,21,0.631578947368421,57,0.19928961895270683,27,28,2,0.4909090909090909
weekly,3,model,scientific_F2_M2,spline,F2,57,57,12.792684565657737,40,17,0.7017543859649122,57,0.18056048189148358,29,26,2,0.5272727272727272
weekly,3,model,scientific_F2_M3,tree,F2,57,57,13.457105429185178,42,15,0.7368421052631579,57,0.18494125962260025,26,29,2,0.4727272727272727
weekly,3,model,scientific_F2_M4,boosted,F2,57,57,12.923035902982614,40,17,0.7017543859649122,57,0.17946288818391476,30,25,2,0.5454545454545454
weekly,3,model,scientific_F2_M5,neural,F2,57,57,14.386391774604196,41,16,0.7192982456140351,57,0.20088481028417327,33,22,2,0.6
weekly,3,model,scientific_F3_M1,linear,F3,57,57,10.81226612811643,46,11,0.8070175438596491,57,0.16250604175799074,31,24,2,0.5636363636363636
weekly,3,model,scientific_F3_M10,knn,F3,57,57,13.6006698473445,41,16,0.7192982456140351,57,0.18122257239622327,26,29,2,0.4727272727272727
weekly,3,model,scientific_F3_M2,spline,F3,57,57,11.383039200104566,44,13,0.7719298245614035,57,0.16615720539634074,32,23,2,0.5818181818181818
weekly,3,model,scientific_F3_M3,tree,F3,57,57,11.767250886287279,44,13,0.7719298245614035,57,0.16008718700862673,27,28,2,0.4909090909090909
weekly,3,model,scientific_F3_M4,boosted,F3,57,57,12.067208923413123,43,14,0.7543859649122807,57,0.1665075271623594,28,27,2,0.509090909090909
weekly,3,model,scientific_F3_M5,neural,F3,57,57,14.073200681753326,44,13,0.7719298245614035,57,0.16782143460981053,31,24,2,0.5636363636363636
weekly,3,model,scientific_F4_M1,linear,F4,57,57,10.736375492617233,46,11,0.8070175438596491,57,0.15192476113281098,33,22,2,0.6
weekly,3,model,scientific_F4_M10,knn,F4,57,57,13.522042777401227,39,18,0.6842105263157895,57,0.18407264213078237,28,27,2,0.509090909090909
weekly,3,model,scientific_F4_M2,spline,F4,57,57,11.030969112834203,46,11,0.8070175438596491,57,0.15187659440191587,34,21,2,0.6181818181818182
weekly,3,model,scientific_F4_M3,tree,F4,57,57,11.796162957213449,44,13,0.7719298245614035,57,0.15596645814923019,25,30,2,0.45454545454545453
weekly,3,model,scientific_F4_M4,boosted,F4,57,57,11.614320438326049,45,12,0.7894736842105263,57,0.15157871711943996,26,29,2,0.4727272727272727
weekly,3,model,scientific_F4_M5,neural,F4,57,57,15.161779051287132,37,20,0.6491228070175439,57,0.20928554961205753,32,23,2,0.5818181818181818
weekly,3,model,scientific_F5_M1,linear,F5,57,57,10.984827291314547,44,13,0.7719298245614035,57,0.13856864706820032,27,28,2,0.4909090909090909
weekly,3,model,scientific_F5_M10,knn,F5,57,57,12.369298245614035,39,18,0.6842105263157895,57,0.18924676073198637,28,26,2,0.5185185185185185
weekly,3,model,scientific_F5_M2,spline,F5,57,57,10.95868296075232,43,14,0.7543859649122807,57,0.16734118521567953,31,24,2,0.5636363636363636
weekly,3,model,scientific_F5_M3,tree,F5,57,57,11.546979608092567,44,13,0.7719298245614035,57,0.1528834449125548,24,31,2,0.43636363636363634
weekly,3,model,scientific_F5_M4,boosted,F5,57,57,11.623496265236472,45,12,0.7894736842105263,57,0.1515612212282706,27,28,2,0.4909090909090909
weekly,3,model,scientific_F5_M5,neural,F5,57,57,15.666826475084873,37,20,0.6491228070175439,57,0.21370134301276666,35,20,2,0.6363636363636364
weekly,3,model,scientific_F6_M1,linear,F6,57,57,10.658818631298367,45,12,0.7894736842105263,57,0.13397709005105266,30,25,2,0.5454545454545454
weekly,3,model,scientific_F6_M10,knn,F6,57,57,12.631578947368423,43,14,0.7543859649122807,57,0.1870622531777282,30,25,2,0.5454545454545454
weekly,3,model,scientific_F6_M2,spline,F6,57,57,10.429341730236898,44,13,0.7719298245614035,57,0.1674233585062711,33,22,2,0.6
weekly,3,model,scientific_F6_M3,tree,F6,57,57,11.247175658832383,42,15,0.7368421052631579,57,0.1552758373953755,28,27,2,0.509090909090909
weekly,3,model,scientific_F6_M4,boosted,F6,57,57,10.72448271081555,47,10,0.8245614035087719,57,0.14518642407103263,30,25,2,0.5454545454545454
weekly,3,model,scientific_F6_M5,neural,F6,57,57,12.675007968618159,44,13,0.7719298245614035,57,0.17229295956053556,32,23,2,0.5818181818181818
weekly,3,vegas,Vegas closing-line baseline,market,evaluation-only,57,57,8.842105263157896,50,7,0.8771929824561403,53,0.11738121034434161,,,,0.5
