scorecard_rank,model_name,games,straight_up_accuracy,margin_mae,ats_wins,ats_losses,ats_pushes
1,scientific_F5_M10,39,0.8717948717948718,16.655128205128204,14,24,1
2,scientific_F6_M10,39,0.8974358974358975,16.846153846153847,14,24,1
3,scientific_F0_M10,39,0.8205128205128205,17.972856936586037,15,23,1
4,scientific_F6_M5,39,0.8205128205128205,18.339245010644962,14,24,1
5,scientific_F1_M1,39,0.8717948717948718,18.474398724552486,13,25,1
6,scientific_F1_M2,39,0.8717948717948718,18.49315769912652,13,25,1
7,scientific_F0_M2,39,0.9230769230769231,18.575782559625676,12,26,1
8,scientific_F6_M4,39,0.8461538461538461,18.60280301449208,16,22,1
9,scientific_F1_M4,39,0.8974358974358975,18.608507759301503,11,27,1
10,scientific_F4_M4,39,0.8461538461538461,18.695341815784122,14,24,1
11,scientific_F3_M4,39,0.8717948717948718,18.70758503445076,14,24,1
12,scientific_F6_M2,39,0.8717948717948718,18.756077713852214,15,23,1
13,scientific_F5_M3,39,0.8205128205128205,18.846570502151895,14,24,1
14,scientific_F0_M1,39,0.9230769230769231,18.952879561536598,12,26,1
15,scientific_F0_M4,39,0.8461538461538461,18.990275363333165,12,26,1
16,scientific_F4_M5,39,0.8461538461538461,19.04296761751175,16,22,1
17,scientific_F6_M3,39,0.8461538461538461,19.100138732635635,14,24,1
18,scientific_F5_M2,39,0.8717948717948718,19.117488419333473,14,24,1
19,scientific_F1_M3,39,0.8717948717948718,19.16087213099479,12,26,1
20,scientific_F0_M5,39,0.8461538461538461,19.17263934856806,13,25,1
21,scientific_F1_M5,39,0.8205128205128205,19.19899366146479,10,28,1
22,scientific_F0_M3,39,0.7948717948717948,19.21183614999363,16,22,1
23,scientific_F5_M4,39,0.8461538461538461,19.272420942617458,15,23,1
24,scientific_F2_M4,39,0.8717948717948718,19.2991540304365,11,27,1
25,scientific_F2_M1,39,0.8717948717948718,19.323177132803668,11,27,1
26,scientific_F4_M10,39,0.8717948717948718,19.340086581593116,16,22,1
27,scientific_F4_M2,39,0.8461538461538461,19.366926604781494,12,26,1
28,scientific_F4_M3,39,0.8461538461538461,19.377165715229047,14,24,1
29,scientific_F3_M3,39,0.8461538461538461,19.396771328651425,14,24,1
30,scientific_F5_M5,39,0.8974358974358975,19.511112343042324,17,21,1
31,scientific_F2_M2,39,0.8461538461538461,19.512778783089225,11,27,1
32,scientific_F3_M2,39,0.8717948717948718,19.82176599086114,14,24,1
33,scientific_F2_M3,39,0.7692307692307693,20.018898684009432,12,26,1
34,scientific_F3_M10,39,0.7948717948717948,20.047929254767382,18,20,1
35,scientific_F4_M1,39,0.8717948717948718,20.188937443713353,14,24,1
36,scientific_F2_M5,39,0.8205128205128205,20.27711185430869,14,24,1
37,scientific_F5_M1,39,0.8717948717948718,20.345461848721772,13,25,1
38,scientific_F6_M1,39,0.8717948717948718,20.35692160149207,14,24,1
39,scientific_F1_M10,39,0.7692307692307693,20.884408898517034,10,28,1
40,scientific_F3_M1,39,0.8974358974358975,20.886719080225337,13,25,1
41,scientific_F3_M5,39,0.7435897435897436,21.579368948936462,13,25,1
42,scientific_F2_M10,39,0.7435897435897436,21.88301283858231,12,26,1
