entry_name,game_id,season,week,game_start_time_utc,home_team,away_team,neutral_site,season_type,pred_home_margin,pred_winner,predicted_margin,model_count,raw_consensus_pred_home_margin,raw_consensus_pred_home_win_probability,submission_precision
TDNet Week 1 fresh-fingerprint consensus,401856777,2026,1,2026-09-05T19:30:00.000Z,Cincinnati,Boston College,False,regular,4.862364345499362,Cincinnati,4.862364345499362,33,4.862364345499362,0.5844981172228809,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856772,2026,1,2026-09-05T19:45:00.000Z,Tulsa,Oklahoma State,False,regular,7.309401334923113,Tulsa,7.309401334923113,33,7.309401334923113,0.6269552240231009,full_float64
TDNet Week 1 fresh-fingerprint consensus,401858426,2026,1,2026-09-05T20:15:00.000Z,Iowa,Northern Illinois,False,regular,16.2279140003478,Iowa,16.2279140003478,33,16.2279140003478,0.7486066638435079,full_float64
TDNet Week 1 fresh-fingerprint consensus,401860878,2026,1,2026-09-05T22:00:00.000Z,Colorado State,Wyoming,False,regular,7.93747502079471,Colorado State,7.93747502079471,33,7.93747502079471,0.6287355339376396,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856668,2026,1,2026-09-05T23:00:00.000Z,Texas A&M,Missouri State,False,regular,17.051996223282284,Texas A&M,17.051996223282284,33,17.051996223282284,0.7562685584700064,full_float64
TDNet Week 1 fresh-fingerprint consensus,401862695,2026,1,2026-09-05T23:00:00.000Z,Memphis,Arkansas State,False,regular,12.179357960860566,Memphis,12.179357960860566,33,12.179357960860566,0.6998289552371663,full_float64
TDNet Week 1 fresh-fingerprint consensus,401870763,2026,1,2026-09-05T23:00:00.000Z,Troy,Sam Houston,False,regular,13.981737919045138,Troy,13.981737919045138,33,13.981737919045138,0.7231364323798722,full_float64
TDNet Week 1 fresh-fingerprint consensus,401862699,2026,1,2026-09-05T23:00:00.000Z,South Florida,Florida International,False,regular,11.755813060212265,South Florida,11.755813060212265,33,11.755813060212265,0.6944003023005927,full_float64
TDNet Week 1 fresh-fingerprint consensus,401858428,2026,1,2026-09-05T23:30:00.000Z,Michigan,Western Michigan,False,regular,11.456612299453099,Michigan,11.456612299453099,33,11.456612299453099,0.6784425907703143,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856662,2026,1,2026-09-05T23:30:00.000Z,Mississippi State,UL Monroe,False,regular,12.736881592435628,Mississippi State,12.736881592435628,33,12.736881592435628,0.7035165278281136,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856660,2026,1,2026-09-05T23:30:00.000Z,LSU,Clemson,False,regular,1.4937672706752583,LSU,1.4937672706752583,33,1.4937672706752583,0.524589109325855,full_float64
TDNet Week 1 fresh-fingerprint consensus,401864498,2026,1,2026-09-06T02:00:00.000Z,New Mexico,Central Michigan,False,regular,6.3675742428351905,New Mexico,6.3675742428351905,33,6.3675742428351905,0.6076417386888189,full_float64
TDNet Week 1 fresh-fingerprint consensus,401864497,2026,1,2026-09-06T02:00:00.000Z,Hawai'i,UNLV,False,regular,-7.314088739486416,UNLV,7.314088739486416,33,-7.314088739486416,0.3771478443231966,full_float64
TDNet Week 1 fresh-fingerprint consensus,401864432,2026,1,2026-09-06T02:30:00.000Z,Nevada,Western Kentucky,False,regular,-5.538896504881197,Western Kentucky,5.538896504881197,33,-5.538896504881197,0.40299052358318577,full_float64
TDNet Week 1 fresh-fingerprint consensus,401858210,2026,1,2026-09-06T02:30:00.000Z,California,UCLA,False,regular,3.5033554687532567,California,3.5033554687532567,33,3.5033554687532567,0.5615287817008798,full_float64
TDNet Week 1 fresh-fingerprint consensus,401858437,2026,1,2026-09-06T20:00:00.000Z,Washington,Washington State,False,regular,9.549624725891965,Washington,9.549624725891965,33,9.549624725891965,0.6608481483767817,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856661,2026,1,2026-09-06T23:30:00.000Z,Ole Miss,Louisville,True,regular,9.583594596057896,Ole Miss,9.583594596057896,33,9.583594596057896,0.6603879258534943,full_float64
TDNet Week 1 fresh-fingerprint consensus,401858438,2026,1,2026-09-06T23:30:00.000Z,Notre Dame,Wisconsin,True,regular,18.32337160139828,Notre Dame,18.32337160139828,33,18.32337160139828,0.778535706291391,full_float64
TDNet Week 1 fresh-fingerprint consensus,401858212,2026,1,2026-09-07T23:30:00.000Z,Florida State,SMU,False,regular,1.85190235267248,Florida State,1.85190235267248,33,1.85190235267248,0.5325829276589448,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856679,2026,2,2026-09-12T16:00:00.000Z,Michigan,Oklahoma,False,regular,5.3493461386456715,Michigan,5.3493461386456715,33,5.3493461386456715,0.5926136019383518,full_float64
TDNet Week 1 fresh-fingerprint consensus,401856682,2026,2,2026-09-12T23:30:00.000Z,Texas,Ohio State,False,regular,-5.4862112415969495,Ohio State,5.4862112415969495,33,-5.4862112415969495,0.404100268981898,full_float64
