game_id,season,week,game_start_time_utc,home_team,away_team,neutral_site,conference_game,season_type,pred_home_margin,pred_home_margin_median,pred_home_win_probability,model_count,model_agreement,pred_winner,predicted_margin,ap_rank_home,ap_rank_away
401858214,2026,2,2026-09-11T23:30:00.000Z,Boston College,Rutgers,False,False,regular,4.184310734935809,4.191527563625413,0.5676814787669465,33,0.9090909090909091,Boston College,4.184310734935809,,
401856678,2026,2,2026-09-12T00:00:00.000Z,Kansas,Missouri,False,False,regular,1.4641416640701328,1.4300245110007117,0.5217705685493584,33,0.6666666666666666,Kansas,1.4641416640701328,,
401856679,2026,2,2026-09-12T16:00:00.000Z,Michigan,Oklahoma,False,False,regular,-3.635720088795137,-2.9670333029318927,0.43585046650049053,33,0.8787878787878788,Oklahoma,3.635720088795137,,
401856683,2026,2,2026-09-12T16:00:00.000Z,Texas A&M,Arizona State,False,False,regular,10.179037584093626,10.58229858387557,0.6681895856917321,33,1.0,Texas A&M,10.179037584093626,,
401856781,2026,2,2026-09-12T16:00:00.000Z,Kansas State,Washington State,False,False,regular,22.237281676795618,24.499999999999996,0.8083858306066006,33,1.0,Kansas State,22.237281676795618,,
401856782,2026,2,2026-09-12T16:00:00.000Z,Oklahoma State,Oregon,False,False,regular,-18.75493661419269,-20.652509001169026,0.2248158534785132,33,1.0,Oregon,18.75493661419269,,
401858221,2026,2,2026-09-12T16:00:00.000Z,Virginia Tech,Old Dominion,False,False,regular,22.156822664112074,24.09462646960731,0.8126298185257989,33,1.0,Virginia Tech,22.156822664112074,,
401858224,2026,2,2026-09-12T16:00:00.000Z,Purdue,Wake Forest,False,False,regular,6.143461179504559,6.107347045641578,0.6059032528034173,33,0.9393939393939394,Purdue,6.143461179504559,,
401858442,2026,2,2026-09-12T16:00:00.000Z,Temple,Penn State,False,False,regular,-12.269593497266925,-12.29241760414769,0.3007246041451956,33,0.9696969696969697,Penn State,12.269593497266925,,
401862702,2026,2,2026-09-12T16:00:00.000Z,Army,South Florida,False,True,regular,16.11312065148043,14.33452251991649,0.7447163930300124,33,1.0,Army,16.11312065148043,,
401864571,2026,2,2026-09-12T16:00:00.000Z,East Carolina,App State,False,False,regular,-13.041324580343144,-12.135715092145768,0.30024118338749123,33,0.9696969696969697,App State,13.041324580343144,,
401856673,2026,2,2026-09-12T16:45:00.000Z,Georgia,Western Kentucky,False,False,regular,30.973459782703515,30.0,0.8840039610394271,33,1.0,Georgia,30.973459782703515,,
401856674,2026,2,2026-09-12T19:30:00.000Z,Kentucky,Alabama,False,True,regular,-7.224608848928106,-8.01283697654354,0.37422886718601167,33,0.9696969696969697,Alabama,7.224608848928106,,
401856677,2026,2,2026-09-12T19:30:00.000Z,Minnesota,Mississippi State,False,False,regular,8.920249041313902,8.562291507318978,0.6494157625920607,33,0.9696969696969697,Minnesota,8.920249041313902,,
