consensus_phase,consensus_roster,consensus_reader_week,consensus_provider_week,game_id,consensus_kickoff_eastern,away_team,home_team,model_name,model_family,fingerprint,pred_home_margin,pred_home_win_probability,pred_winner,model_predicted_winner_margin,model_against_spread_pick,model_edge_vs_spread_points,consensus_straight_up_pick,consensus_predicted_winner_margin,consensus_against_spread_pick,consensus_model_edge_vs_spread_points,season,week,game_start_time_utc,neutral_site,conference_game,season_type,market_spread_close,keys_season,next_week,next_game_id,objective,checkpoint_path,checkpoint_sha256,roster_rank,preseason_performance_rank,confidence,created_at_utc,consensus_predicted_home_win_probability,consensus_home_team_market_spread,consensus_against_spread_team,consensus_against_spread_line,consensus_model_agreement,consensus_scientific_model_count,model_against_spread_team,model_against_spread_line,home_points,away_points,actual_home_margin,actual_winner,model_winner_correct,model_absolute_margin_error,actual_against_spread_winner,model_ats_result,consensus_ats_result
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F0_M1,linear,F0,1.5452832483452217,0.5275663622735923,TCU,1.545,North Carolina +8.75,7.205,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F0/M1/checkpoint.pkl,3004e951de040158ab253160a1e5faebc99073441fb5f3eb0322a6bdf211b863,1,1,0.0551327245471846,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,6.545283248345221,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F0_M10,knn,F0,6.999999597108709,0.6224593244389296,TCU,7.0,North Carolina +8.75,1.75,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F0/M10/checkpoint.pkl,b72148b78493a060d1e5be6746b97d7061aabc8de152a7dbd2609c57c966e170,6,6,0.2449186488778592,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,11.999999597108708,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F0_M2,spline,F0,1.2758190344789,0.5227667291019786,TCU,1.276,North Carolina +8.75,7.474,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F0/M2/checkpoint.pkl,faa0aa500ef3a49204415f776e055580b8b2192d373428f5c322465c4b6b53a5,2,2,0.0455334582039572,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,6.2758190344789,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F0_M3,tree,F0,-4.461448568425773,0.4209987193263138,North Carolina,4.461,North Carolina +8.75,13.211,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F0/M3/checkpoint.pkl,358ba183dfb2490fa300be4658b19950aed0049b8ea4fce0bdd7cd13ceb41d21,3,3,0.1580025613473723,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,True,0.538551431574227,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F0_M4,boosted,F0,1.8308705473600344,0.53264760058437,TCU,1.831,North Carolina +8.75,6.919,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F0/M4/checkpoint.pkl,536856580617cdb0017463eadedb4239f7f52f3b6e217f92307fc64664dda481,4,4,0.0652952011687399,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,6.830870547360035,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F0_M5,neural,F0,0.231401652097702,0.5041320782865021,TCU,0.231,North Carolina +8.75,8.519,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F0/M5/checkpoint.pkl,b5c22a3c584ee4be901802a4cd0a8d35a35b0464f5fefaac5132089a925dc1af,5,5,0.0082641565730041,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,5.231401652097702,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F1_M1,linear,F1,7.701811228829557,0.634165606127895,TCU,7.702,North Carolina +8.75,1.048,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F1/M1/checkpoint.pkl,de123537a22f9ab809539f81b9b90e376311fd3703d871f3eebb0d5a5a6b0167,7,7,0.2683312122557899,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,12.701811228829557,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F1_M10,knn,F1,19.4949464120904,0.8009904438492722,TCU,19.495,TCU -8.75,10.745,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F1/M10/checkpoint.pkl,3d72b6bd97123eaa76a67c2debf38d1b23388a3605a981b3b121263f2c1deed8,12,12,0.6019808876985444,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,TCU,-8.75,10,15,-5,North Carolina,False,24.4949464120904,North Carolina,Loss,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F1_M2,spline,F1,7.240367881532172,0.6264855773500981,TCU,7.24,North Carolina +8.75,1.51,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F1/M2/checkpoint.pkl,dd67d778cca7ecca58d04c1c2f81380cf31f9dc37912ed12f772336ea65440b5,8,8,0.2529711547001962,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,12.240367881532173,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F1_M3,tree,F1,6.309665286404414,0.6108033648661129,TCU,6.31,North Carolina +8.75,2.44,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F1/M3/checkpoint.pkl,074942f55a18152490c8f5fbb362670a65f282e328e391b3fbde67b83fe800f6,9,9,0.2216067297322257,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,11.309665286404414,North Carolina,Win,Win
pre_game,Scientific roster (market-free F0–F6),0,1,401856766,Sat 12:00 PM,North Carolina,TCU,scientific_F1_M4,boosted,F1,5.959445370211417,0.604840347813021,TCU,5.959,North Carolina +8.75,2.791,TCU,7.3,North Carolina +8.75,1.45,2026,1,2026-08-29T16:00:00.000Z,True,False,regular,-8.75,2026,1,401856766,margin,/groups/bsavoie2/tburton2/TDNet/publication_artifacts/scientific_roster_refits/f0_f8_margin_through_2025_v1/cells/F1/M4/checkpoint.pkl,ee9fb6307319157df56a4e2240b2ffb96777bd551b5342aa88c214a3808a6416,10,10,0.2096806956260419,2026-08-28T19:34:02.122997+00:00,0.6278,-8.75,North Carolina,8.75,0.9524,42,North Carolina,8.75,10,15,-5,North Carolina,False,10.959445370211416,North Carolina,Win,Win
