poll_objective,keys_team,ballot_model,power_rating_vs_average,ballot_rank,poll_points,top25_vote,first_place_vote,model_id,model_level,model_family,objective,feature_config,fingerprint,checkpoint_sha256,training_end_season,selected_feature_count,calibration_status,calibrator_sha256
margin,Georgia,scientific_f0_m1,18.53800588823397,1,25,True,True,,,,,,,,,,,
margin,Texas,scientific_f0_m1,17.685535366885652,2,24,True,False,,,,,,,,,,,
margin,Oregon,scientific_f0_m1,17.646828597267678,3,23,True,False,,,,,,,,,,,
margin,Alabama,scientific_f0_m1,17.149170130750818,4,22,True,False,,,,,,,,,,,
margin,Ohio State,scientific_f0_m1,16.722474075200253,5,21,True,False,,,,,,,,,,,
margin,Notre Dame,scientific_f0_m1,16.204540634121596,6,20,True,False,,,,,,,,,,,
margin,Texas A&M,scientific_f0_m1,15.281568496683388,7,19,True,False,,,,,,,,,,,
margin,LSU,scientific_f0_m1,15.22442993200923,8,18,True,False,,,,,,,,,,,
margin,USC,scientific_f0_m1,13.714865916908096,9,17,True,False,,,,,,,,,,,
margin,Florida,scientific_f0_m1,13.34945557991933,10,16,True,False,,,,,,,,,,,
margin,Michigan,scientific_f0_m1,13.301072117896855,11,15,True,False,,,,,,,,,,,
margin,Miami,scientific_f0_m1,13.113067808323823,12,14,True,False,,,,,,,,,,,
margin,Tennessee,scientific_f0_m1,13.1112246288182,13,13,True,False,,,,,,,,,,,
margin,Ole Miss,scientific_f0_m1,13.102930321042923,14,12,True,False,,,,,,,,,,,
margin,South Carolina,scientific_f0_m1,12.05001402845864,15,11,True,False,,,,,,,,,,,
margin,Clemson,scientific_f0_m1,12.049092438705834,16,10,True,False,,,,,,,,,,,
margin,Oklahoma,scientific_f0_m1,11.509501638436166,17,9,True,False,,,,,,,,,,,
margin,Auburn,scientific_f0_m1,10.451977397087845,18,8,True,False,,,,,,,,,,,
margin,Missouri,scientific_f0_m1,9.538221157177723,19,7,True,False,,,,,,,,,,,
margin,Mississippi State,scientific_f0_m1,9.3617367195148,20,6,True,False,,,,,,,,,,,
margin,Florida State,scientific_f0_m1,9.162212538031657,21,5,True,False,,,,,,,,,,,
